,Unnamed: 0,play_id,game_id,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,down,pass_length,pass_length.1,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
0,29359,3460,2012100708,0,0,3,24.0,pass,524.0,3.0,deep,deep,,16.0,0.4403270309882721,0.3852133666631128,3.445278218088885,1.0
1,18345,1431,2016010307,1,0,4,9.0,pass,507.0,3.0,short,short,,21.0,0.5396508453095614,0.3500241786482236,3.724306490988299,0.0
2,1354,1315,2018100800,1,0,5,35.0,pass,527.0,3.0,deep,deep,,-10.0,0.3870032198073114,0.3557902810862498,2.7699305239982785,0.0
3,24299,3962,2013092906,1,1,3,13.0,pass,34.0,3.0,short,short,,-7.0,0.484652064963711,0.21079170239056924,2.8060811654804128,1.0
4,22713,2395,2014121800,1,0,4,74.0,pass,1396.0,3.0,short,short,,-4.0,0.17294392833629094,0.2988496236146081,-0.15645754336974838,1.0
5,25459,263,2013102705,1,0,2,71.0,pass,1529.0,3.0,deep,deep,,0.0,0.1821267618895344,0.3524312435230699,0.563329372245158,1.0
6,23266,3626,2014122815,1,0,4,55.0,pass,252.0,3.0,short,short,,-13.0,0.1955158991612631,0.26009879874108016,1.2828836019910277,1.0
7,43759,3863,2009101811,0,0,5,92.0,pass,469.0,3.0,short,short,,0.0,0.07351586567094133,0.1634108930291009,-1.2476477595815638,1.0
8,23407,2834,2013090807,0,0,4,39.0,pass,1217.0,3.0,short,short,,2.0,0.3879162357112537,0.3921699319953447,2.7806692573423226,0.0
9,32964,997,2011091111,1,0,4,73.0,pass,693.0,3.0,short,short,,-3.0,0.1644785228994453,0.2854518478982008,0.14267650939668175,0.0
10,376,849,2018091605,1,0,5,31.0,pass,1216.0,3.0,short,short,,-14.0,0.4465460465890138,0.3785030297357698,3.09464886960294,0.0
11,16333,2121,2015111503,1,0,4,52.0,pass,1317.0,3.0,short,short,,4.0,0.3041709830808501,0.3749015696201096,1.8652431310281576,1.0
12,45639,735,2009120611,0,0,3,55.0,pass,972.0,3.0,short,short,,0.0,0.2753052522250368,0.3840674255275973,1.8498683855571487,0.0
13,14565,2797,2015092702,1,1,5,85.0,pass,1527.0,3.0,short,short,,16.0,0.12122786356229648,0.2347330103359621,-1.3788879204713258,0.0
14,8156,2801,2017121001,1,0,2,32.0,pass,1065.0,3.0,,,,-11.0,0.4048737969159718,0.4343451010892544,3.4599598934131897,0.0
15,25007,4416,2013101311,1,0,5,48.0,pass,188.0,3.0,short,short,,-12.0,0.22165758534366647,0.2515299626838923,1.5096920654252708,0.0
16,42499,2567,2009092000,0,0,3,85.0,pass,1308.0,3.0,short,short,,-8.0,0.1201863248926439,0.2641005979187911,-0.9817117444172954,1.0
17,36441,958,2011121105,1,0,4,17.0,pass,1052.0,3.0,short,short,,-20.0,0.5193906991907888,0.3754339039762203,3.6719253607301168,1.0
18,34717,102,2011103000,1,0,4,79.0,pass,1726.0,3.0,short,short,,0.0,0.1466908614876689,0.2713245703615245,-0.7422572120515474,1.0
19,27442,3679,2013121509,1,0,4,17.0,pass,203.0,3.0,short,short,,-16.0,0.4341347925908466,0.3213945515619145,3.1551685494206065,1.0
20,36409,3153,2011121107,1,0,2,54.0,pass,897.0,3.0,short,short,,-14.0,0.2705037790513689,0.40968946532539297,2.1683316881738404,0.0
21,36757,2875,2011121805,0,0,1,78.0,pass,1362.0,3.0,short,short,,22.0,0.14317786764307985,0.3652061677790972,0.4337099222338141,1.0
22,40431,3295,2010112501,1,0,5,34.0,pass,928.0,3.0,short,short,,3.0,0.42249824669644975,0.3781725831324328,2.962538208603523,0.0
23,30124,1627,2012102807,1,0,5,50.0,pass,289.0,3.0,short,short,,3.0,0.23814145279485804,0.27793062818016706,1.5659103375811774,0.0
24,4942,711,2017091708,1,0,4,82.0,pass,1025.0,3.0,short,short,,3.0,0.1326723663724405,0.26216537259983824,-0.7853935453745893,0.0
25,5679,1676,2017100803,1,0,5,15.0,pass,120.0,3.0,short,short,,0.0,0.4286633769770955,0.2926068816638388,2.9764893414143385,1.0
26,22928,1511,2014122110,1,0,3,27.0,pass,499.0,3.0,deep,deep,,0.0,0.4185154794561195,0.3837830073673464,3.314864582092033,0.0
27,40483,2628,2010112807,0,1,3,47.0,pass,1460.0,3.0,short,short,,2.0,0.3294501785343706,0.40059502405212266,2.3750711718529467,1.0
28,9290,2371,2016091105,1,0,3,68.0,pass,1724.0,3.0,short,short,,-7.0,0.20166541708924046,0.3367598043678564,0.5139324650097195,0.0
29,20700,2946,2014102609,1,0,5,75.0,pass,1718.0,3.0,short,short,,-7.0,0.16790192163041592,0.2770454392677071,-0.5009782072770379,1.0
30,37190,2827,2012010100,0,0,1,1.0,pass,635.0,3.0,short,short,,-4.0,0.1987352963839764,0.7478259919297462,5.652491088120147,1.0
31,40879,2525,2010120511,1,0,3,56.0,pass,1502.0,3.0,short,short,,3.0,0.2731448271992805,0.3812621672845765,1.6673846441716935,1.0
32,22995,127,2014122801,0,0,4,69.0,pass,1755.0,3.0,short,short,,0.0,0.1987858481423198,0.3147565341572365,0.21593683091283844,0.0
33,36273,4158,2011120410,0,0,2,2.0,pass,62.0,3.0,short,short,,-7.0,0.3678360457823833,0.4546482024197425,4.208335431168614,1.0
34,10527,762,2016100911,0,0,2,38.0,pass,988.0,3.0,short,short,,7.0,0.3681371725860769,0.4342614645026049,3.185542598763316,1.0
35,23122,974,2014122803,1,0,4,60.0,pass,900.0,3.0,short,short,,-2.0,0.2477550055433993,0.34964835101998804,1.264625148671615,0.0
36,21794,2424,2014112700,1,0,3,17.0,pass,1444.0,3.0,short,short,,-10.0,0.5100659459450029,0.3902208314850198,3.746551113673691,0.0
37,27576,745,2013122204,1,0,5,75.0,pass,1108.0,3.0,short,short,,-4.0,0.16845675535670604,0.2827729340504102,-0.3057799790172695,0.0
38,5885,316,2017101200,1,0,3,78.0,pass,1590.0,3.0,short,short,,0.0,0.150578345039352,0.2945989468406717,-0.4119293150122321,1.0
