,Unnamed: 0,play_id,game_id,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,down,pass_length,pass_length.1,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
4266,9142,3299,2017123115,0,0,1,31.0,pass,795.0,3.0,deep,deep,,-9.0,0.3762359371210729,0.4715001423265356,3.770164347613314,0.0
4267,28501,2825,2012091601,1,0,3,64.0,pass,1004.0,3.0,short,short,,14.0,0.22251363427207224,0.3564402430003691,1.0797990279911265,0.0
4268,3154,3628,2018120205,1,0,3,60.0,pass,406.0,3.0,,,,6.0,0.1972678255964767,0.30209033610654257,1.2663933076550848,0.0
4269,18810,3047,2014090710,0,1,1,2.0,pass,938.0,3.0,short,short,,-24.0,0.5281663707017752,0.42104829161389934,4.300911281387431,0.0
4270,42830,3413,2009092703,0,0,3,82.0,pass,359.0,3.0,,,,-7.0,0.09234606442789876,0.1989695306602283,-0.2719646601666705,0.0
4271,11309,2059,2016103008,1,0,3,55.0,pass,142.0,3.0,short,short,,-2.0,0.16251544145032826,0.2320758927544485,1.2025807783591274,1.0
4272,43115,2349,2009100403,1,0,3,56.0,pass,1649.0,3.0,short,short,,18.0,0.27278213031970233,0.3791842941542339,1.6290402809964697,1.0
4273,39651,3199,2010110701,0,0,3,5.0,pass,447.0,3.0,short,short,,10.0,0.5432339603775921,0.3550448991468351,3.835364532367577,0.0
4274,16817,302,2015112903,1,0,3,38.0,pass,1536.0,3.0,short,short,,0.0,0.3861239650229542,0.4076483578383684,2.9278888079996674,1.0
4275,8237,3118,2017121011,1,0,3,11.0,pass,1174.0,3.0,short,short,,-3.0,0.540418861344057,0.3796894417348661,3.88088484851922,1.0
4276,35422,3108,2011111311,1,1,3,63.0,pass,1167.0,3.0,short,short,,-15.0,0.2304376717567784,0.36180746064133024,1.1371080615358211,1.0
4277,43402,1406,2009101101,0,0,2,7.0,pass,451.0,3.0,short,short,,0.0,0.5143110452093244,0.38140647027904695,3.9278126049453723,0.0
4278,5744,2283,2017100805,1,0,2,2.0,pass,16.0,3.0,short,short,,-2.0,0.3562492634061079,0.4408971363987241,4.0800666689002325,0.0
4279,19899,3145,2014100511,0,0,1,68.0,pass,443.0,3.0,short,short,,-2.0,0.1504348888371132,0.33736371028963896,1.2935627644017764,0.0
4280,3526,2676,2018120909,1,0,2,64.0,pass,1269.0,3.0,short,short,,-8.0,0.21931708473099992,0.3836635707954836,1.2892461936309758,1.0
4281,7719,3031,2017113000,1,1,3,55.0,pass,797.0,3.0,short,short,,-16.0,0.26882750568102315,0.376881779671492,1.845596516373676,1.0
4282,45261,2467,2009112905,0,0,2,61.0,pass,983.0,3.0,,,,-10.0,0.23276171110510305,0.3918697858014898,1.6044107196466186,0.0
4283,22808,2524,2014122101,1,0,3,21.0,pass,1533.0,3.0,short,short,,0.0,0.4880310776733213,0.3961877092349465,3.6343802847148163,0.0
4284,42159,1679,2011010214,1,0,3,62.0,pass,346.0,3.0,short,short,,3.0,0.17542069116339765,0.2775383867913461,1.0666054603607704,0.0
4285,19820,444,2014100503,0,0,1,71.0,pass,1410.0,3.0,,,,-3.0,0.1744165426437684,0.3987159942128504,1.0869841959311268,0.0
4286,27729,2055,2013122213,1,0,2,63.0,pass,1686.0,3.0,short,short,,0.0,0.2244924355157623,0.3821817299624484,1.2655397872540048,0.0
4287,21931,480,2014113008,1,0,3,45.0,pass,1239.0,3.0,short,short,,3.0,0.3413736099856079,0.40496532663319423,2.552422694326627,0.0
4288,29958,3319,2012102200,1,0,3,48.0,pass,906.0,3.0,short,short,,-13.0,0.3168022688889345,0.3973636046223418,2.3736925227206567,0.0
4289,46302,1650,2009122500,1,0,2,3.0,pass,197.0,3.0,short,short,,11.0,0.4975861814113288,0.3493633804565219,3.7164912877801934,1.0
4290,17209,2475,2015120602,1,0,2,76.0,pass,1435.0,3.0,,,,-3.0,0.1577441188332504,0.3306539171768316,0.10988045977954952,0.0
4291,18816,530,2014090712,1,1,2,13.0,pass,1275.0,3.0,short,short,,0.0,0.5120332059589049,0.4070770976580375,3.975947010024772,1.0
4292,35754,706,2011112401,1,0,3,8.0,pass,1073.0,3.0,short,short,,0.0,0.5547569369778882,0.3731575580419191,3.9261694710459576,0.0
4293,40292,3179,2010112103,1,0,3,73.0,pass,1102.0,3.0,short,short,,-18.0,0.17492652934178607,0.32115626942376824,0.22165066366059485,1.0
4294,24021,3264,2013092208,1,0,3,40.0,pass,498.0,3.0,deep,deep,,-7.0,0.33496631593494475,0.3755542595691521,2.6938621763984534,0.0
4295,45885,1197,2009121301,0,0,2,62.0,pass,728.0,3.0,short,short,,3.0,0.2170810980756961,0.3738372152219268,1.5123906712328568,1.0
4296,39488,760,2010103106,1,0,2,2.0,pass,1190.0,3.0,short,short,,0.0,0.3117675760493781,0.6422466320074137,5.227937715544192,0.0
4297,17555,616,2015121311,1,0,3,45.0,pass,1206.0,3.0,short,short,,3.0,0.34113355396876816,0.4050564826517888,2.557277467977704,1.0
4298,37149,3543,2011122500,1,0,3,23.0,pass,120.0,3.0,short,short,,-17.0,0.3557368861245361,0.3099398748998522,2.812638521868406,1.0
4299,29415,1338,2012100711,1,0,2,2.0,pass,606.0,3.0,short,short,,0.0,0.30443886537433346,0.6375398522293305,5.188321073518152,0.0
4300,7378,2107,2017111910,0,0,1,66.0,pass,1717.0,3.0,short,short,,-2.0,0.1980271538337992,0.4154110609366993,1.4576794671555482,1.0
4301,28557,2599,2012091609,0,0,1,9.0,pass,1338.0,3.0,short,short,,-3.0,0.4990291377250929,0.4383276173066053,4.247536732781858,1.0
4302,14025,530,2015091308,1,0,2,65.0,pass,1206.0,3.0,short,short,,-7.0,0.21354807592145267,0.38006497526271016,1.2142034162398163,1.0
4303,16276,3611,2015111200,1,0,3,6.0,pass,227.0,3.0,short,short,,-5.0,0.5024476493020813,0.33557513733553024,3.59042317784372,0.0
4304,13631,2286,2017010107,1,0,2,63.0,pass,1584.0,3.0,short,short,,0.0,0.2248123496182502,0.3838263560241403,1.294789609734012,1.0
4305,35336,3940,2011111301,1,0,1,58.0,pass,92.0,3.0,short,short,,-26.0,0.16540232328325058,0.18655398595142672,1.4491210450787613,1.0
4306,1461,1040,2018101405,0,0,1,60.0,pass,865.0,3.0,short,short,,7.0,0.22206629763994773,0.4348723330633825,2.124776942858074,0.0
4307,6901,4356,2017110900,1,0,1,52.0,pass,118.0,3.0,short,short,,-12.0,0.20987835793881424,0.21558941334222206,1.8033414321660224,1.0
4308,13060,1306,2016121812,1,0,2,73.0,pass,485.0,3.0,deep,deep,,-14.0,0.14031124119117488,0.28838922946020096,0.553075883348928,1.0
4309,42168,3669,2011010214,0,0,2,42.0,pass,741.0,3.0,deep,deep,,-24.0,0.33467390527175944,0.4229010058488954,2.931397021623299,0.0
4310,9652,2019,2016091809,1,0,1,51.0,pass,19.0,3.0,short,short,,-3.0,0.17423796984811046,0.17672504213779708,1.4968042872495066,1.0
4311,14532,3426,2015092706,1,0,3,73.0,pass,811.0,3.0,short,short,,-34.0,0.16827959772970666,0.31149289651096285,0.2965402864090083,0.0
4312,4664,981,2017091011,1,0,3,71.0,pass,859.0,3.0,short,short,,7.0,0.18029579979363705,0.3231374264909596,0.4687069323519288,0.0
4313,7686,532,2017112700,0,0,1,66.0,pass,1354.0,3.0,short,short,,-7.0,0.19845864990635287,0.4205901762000781,1.5588451553037033,1.0
4314,25992,3633,2013111001,1,0,2,25.0,pass,549.0,3.0,deep,deep,,-14.0,0.4212164277538414,0.4114587347691722,3.581627268440603,0.0
4315,12085,2959,2016112011,1,0,2,67.0,pass,952.0,3.0,deep,deep,,-12.0,0.19937273903697506,0.3686041893056526,1.0827254983442065,1.0
4316,45264,3108,2009112905,1,0,2,53.0,pass,390.0,3.0,short,short,,7.0,0.22745457014978834,0.34407832684564543,1.9360199474703368,1.0
4317,17566,2554,2015121311,1,0,3,69.0,pass,1319.0,3.0,short,short,,5.0,0.19718788182135802,0.338245707473315,0.5399711750209755,0.0
4318,23458,1702,2013090802,0,0,1,61.0,pass,257.0,3.0,short,short,,0.0,0.15002513703510506,0.30351979976522586,1.5123550124841167,1.0
4319,7069,3604,2017111208,1,0,3,82.0,pass,745.0,3.0,short,short,,23.0,0.12415990430572832,0.2646261245624494,-0.481084827825009,1.0
4320,15094,1729,2015101105,1,0,3,37.0,pass,155.0,3.0,short,short,,8.0,0.2722231997374795,0.2942018204508102,2.2359643840625765,1.0
4321,30653,1209,2012111110,0,0,2,77.0,pass,407.0,3.0,short,short,,7.0,0.11434821414130908,0.2505682613780476,0.2452765581313574,0.0
4322,46337,1743,2009122709,0,0,1,57.0,pass,271.0,3.0,short,short,,-3.0,0.17144082667789876,0.3259186481206425,1.793470774579141,1.0
4323,2031,643,2018102801,1,0,1,90.0,pass,1090.0,3.0,short,short,,7.0,0.09693280976728297,0.2999353649580169,-0.6204105876669508,0.0
4324,17666,2398,2015121900,1,0,2,52.0,pass,1559.0,3.0,short,short,,-1.0,0.2886465435123643,0.41603497719950505,2.220827000636644,1.0
4325,15214,3357,2015101111,1,1,1,70.0,pass,642.0,3.0,short,short,,0.0,0.1617254429045674,0.37198453697038203,1.2566922839691603,1.0
4326,32916,2853,2011091103,0,0,2,26.0,pass,788.0,3.0,short,short,,6.0,0.4318469498792232,0.4255440806714933,3.655747472523829,0.0
4327,16963,1843,2015112905,1,0,3,49.0,pass,171.0,3.0,short,short,,-7.0,0.20327989400978205,0.26435651013721945,1.6062816791896424,0.0
4328,14415,2076,2015092013,1,0,1,1.0,pass,8.0,3.0,short,short,,7.0,0.2501874409571573,0.5569538958269384,4.572514574084997,0.0
4329,21135,1023,2014110906,1,0,3,76.0,pass,856.0,3.0,short,short,,-4.0,0.15522272665910647,0.30058328031375303,0.012141176894003179,0.0
4330,38469,1779,2010100307,0,0,1,61.0,pass,120.0,3.0,deep,deep,,-4.0,0.120018037660483,0.24374944015895125,1.2271653131597289,1.0
4331,26489,2757,2013112406,1,1,1,81.0,pass,1314.0,3.0,short,short,,3.0,0.13077729413405498,0.34988379638474554,0.158575848302418,1.0
4332,9835,3669,2016092506,1,0,2,58.0,pass,712.0,3.0,short,short,,2.0,0.2383202105430695,0.3859756912920633,1.8298808665839696,0.0
4333,32526,276,2012123002,0,0,1,33.0,pass,1577.0,3.0,deep,deep,,0.0,0.3759037825548457,0.4753033301828581,3.6747199828076367,0.0
4334,16778,545,2015112601,1,0,3,52.0,pass,1272.0,3.0,short,short,,-9.0,0.29767475557335715,0.393121076225745,2.04332123500801,1.0
4335,29622,267,2012101408,0,0,1,75.0,pass,1580.0,3.0,short,short,,0.0,0.15591674745974976,0.3773534692475813,0.6555810198271839,1.0
4336,33875,942,2011100209,1,0,1,79.0,pass,954.0,3.0,short,short,,3.0,0.13597118506900066,0.3562944092841168,0.4527288202000826,1.0
4337,2981,2025,2018112508,1,0,2,22.0,pass,19.0,3.0,deep,deep,,11.0,0.3915933931674137,0.21545495925527586,2.5323424521800955,1.0
4338,30200,1378,2012102811,1,0,2,47.0,pass,561.0,3.0,short,short,,0.0,0.2889147302474419,0.3964216020835951,2.5257068613760856,0.0
4339,8753,1282,2017122408,1,0,3,21.0,pass,470.0,3.0,short,short,,-3.0,0.4521823232020723,0.3782306601730551,3.498388010488138,1.0
4340,25046,788,2013101700,1,0,3,54.0,pass,996.0,3.0,short,short,,7.0,0.28200711243234816,0.3871199244318692,1.9274568560885283,1.0
4341,2358,2251,2018110800,1,0,2,22.0,pass,1487.0,3.0,short,short,,16.0,0.464924747097264,0.4222783074010384,3.764572102802159,1.0
4342,37338,3854,2012010104,1,0,3,9.0,pass,38.0,3.0,short,short,,-7.0,0.5188242510414652,0.21209863455132852,2.932313331938708,1.0
4343,36935,232,2011122409,1,0,2,48.0,pass,1522.0,3.0,short,short,,0.0,0.3126083248253768,0.4239934959084392,2.519777255972014,0.0
4344,16312,822,2015111502,1,0,3,62.0,pass,808.0,3.0,short,short,,0.0,0.2277307930751808,0.35564643549614794,1.2721234298616615,1.0
4345,178,3523,2018090908,1,0,2,27.0,pass,356.0,3.0,short,short,,-17.0,0.38097280641660575,0.38592406529775336,3.2943248047239715,0.0
