,ydstogo,yardline_100,play_type,half_seconds_remaining,score_differential,fg_prob,td_prob
4044,10,55.0,2,89.0,-1.0,0.206056219421978,0.12898745935693615
4045,3,41.0,2,1622.0,0.0,0.3672716862110951,0.4051708638490702
4046,9,34.0,1,1547.0,0.0,0.4472649594953667,0.34255081511277896
4047,1,40.0,1,1113.0,-7.0,0.3350652830428704,0.4782921494561217
4050,9,77.0,2,678.0,0.0,0.1483199014099251,0.22630329057761425
4053,1,20.0,1,133.0,0.0,0.3467943298425644,0.3735307823702635
4054,1,10.0,1,103.0,0.0,0.5045695859081374,0.2708732135174279
4062,10,45.0,2,96.0,-14.0,0.2815502289772614,0.15096967075454468
4063,6,42.0,2,1568.0,0.0,0.3806556453325486,0.3627738283605736
4065,3,67.0,2,1144.0,7.0,0.20745990318891816,0.3467338366300869
4066,11,62.0,2,1059.0,7.0,0.25225982518632284,0.28803020880632674
4067,3,34.0,2,798.0,-14.0,0.39998690049559577,0.4052900566664217
4068,1,69.0,1,581.0,-14.0,0.1612539028826428,0.36583726325983057
4069,3,8.0,2,296.0,-14.0,0.5042279401492487,0.3466659444095487
4070,8,73.0,2,198.0,7.0,0.10314792958933558,0.15417422575794415
4072,10,64.0,2,43.0,-10.0,0.1355803391485954,0.09766720217978513
4074,5,41.0,2,1182.0,3.0,0.3812820055401151,0.37757853154968063
4075,1,66.0,2,863.0,3.0,0.19199039819509672,0.4125423281530539
4076,8,23.0,2,706.0,3.0,0.4998777682546814,0.3400129315852685
4078,5,59.0,2,439.0,-6.0,0.2153493235774017,0.2876339294853158
4081,3,68.0,2,1414.0,-7.0,0.2026788601323873,0.3414172073946868
4082,6,54.0,2,1339.0,-7.0,0.2991465302859331,0.3454274552540917
4087,1,78.0,1,120.0,0.0,0.06637166955025993,0.1753161508687897
4089,1,42.0,1,1640.0,0.0,0.3265879908032208,0.4737537772069749
4094,4,81.0,2,259.0,9.0,0.08330131600375529,0.16561239204906256
4095,4,45.0,2,1670.0,0.0,0.3495868756877966,0.38286118015250586
4096,4,35.0,1,1523.0,0.0,0.41455581002944203,0.39059180632184576
4097,4,31.0,2,1220.0,-3.0,0.4385522412471354,0.3917482741296791
4099,10,75.0,2,492.0,5.0,0.14208343405809146,0.20610999129221805
4100,8,73.0,2,1761.0,-12.0,0.1811301560989599,0.2590851376126724
4104,1,83.0,1,1069.0,15.0,0.12174641625955268,0.3382750726199449
4111,4,84.0,1,120.0,22.0,0.056246928831483835,0.11759288669401576
4113,1,66.0,1,1452.0,0.0,0.1985151906335315,0.4195515195099731
4116,2,44.0,1,925.0,0.0,0.3307243492306657,0.4288081953001114
4117,10,42.0,2,853.0,0.0,0.3856351583224397,0.3324688495168756
4118,2,18.0,1,450.0,3.0,0.4513702857871582,0.3967930256615262
4119,4,4.0,2,116.0,-6.0,0.4965920657752533,0.34610084627508386
4120,8,13.0,2,26.0,-1.0,0.5073961940265508,0.1751911885138133
4122,2,20.0,2,1242.0,-2.0,0.4745645821312959,0.4208010340658928
4123,5,50.0,2,855.0,5.0,0.3141058728553779,0.3607954642843469
4124,5,80.0,2,684.0,-5.0,0.13200605645674732,0.24226777564077304
4125,13,42.0,2,507.0,-5.0,0.3591168758533341,0.29389601827309325
4131,4,62.0,2,935.0,-4.0,0.23670544673480995,0.3442057220800694
4133,8,58.0,2,774.0,1.0,0.26527933554760874,0.30938730336544057
4134,2,8.0,1,627.0,1.0,0.5227104275384521,0.3917300851815193
4137,2,89.0,2,325.0,-8.0,0.06683070769379107,0.17670369669059954
4138,11,39.0,2,120.0,-8.0,0.26948844486602785,0.22139966260223234
4139,3,3.0,2,44.0,-8.0,0.4291893292517743,0.3789533634647885
4140,1,1.0,1,1456.0,3.0,0.2041168907086338,0.7505369025513224
4146,20,32.0,2,101.0,-4.0,0.4066434653964927,0.15145381198870672
4149,13,81.0,1,1658.0,0.0,0.14087772701966866,0.2039814203917233
4150,1,4.0,1,1441.0,0.0,0.5236193155352438,0.4244814845320381
4151,3,43.0,1,1357.0,-7.0,0.3544951315417679,0.4063757240000515
4153,3,68.0,2,1226.0,4.0,0.20243378829344666,0.3428129934459301
4155,13,77.0,2,925.0,-4.0,0.15983718819939494,0.22208859071806145
4156,1,50.0,1,827.0,-4.0,0.2734971100724624,0.4593606823146734
4159,15,47.0,2,1045.0,0.0,0.3641400413815975,0.3066066279274552
4160,2,36.0,2,702.0,-7.0,0.3682782120302995,0.4246039445207239
4163,6,71.0,2,226.0,3.0,0.11499084471715795,0.17818816122568426
4165,3,70.0,2,1712.0,0.0,0.19075606360302472,0.3286565475766016
4171,2,39.0,2,558.0,6.0,0.3372461486540828,0.4089379032318661
4173,10,80.0,2,163.0,13.0,0.07468339130924856,0.1181329744525836
4175,10,60.0,2,10.0,-16.0,0.14301901084625976,0.096937562233706
4177,10,56.0,1,1354.0,-16.0,0.29397999203007297,0.31029112974237705
4178,3,65.0,2,669.0,-16.0,0.20217747737189493,0.3320249691135011
4179,1,50.0,2,589.0,-16.0,0.2576576651177201,0.4356647818615837
4180,1,28.0,1,493.0,-16.0,0.3707620054141026,0.4473674989164654
4183,9,17.0,1,132.0,12.0,0.4361601576387733,0.2672729675923789
4184,1,57.0,1,1720.0,0.0,0.24453820496585416,0.4463085547623024
4185,4,55.0,2,1256.0,-14.0,0.2847117415961898,0.36820779807102
4187,8,30.0,2,927.0,14.0,0.4645446703176757,0.3499114886311944
4192,1,42.0,1,200.0,-14.0,0.2327330942457936,0.3515661935185289
4194,7,22.0,2,67.0,-14.0,0.45079144897310497,0.1843870815674159
4202,8,59.0,2,1362.0,0.0,0.270178364750234,0.3147593516071635
4205,8,51.0,2,719.0,7.0,0.3090932206852348,0.32401189505820505
4210,10,17.0,2,1523.0,-10.0,0.5602030725418534,0.3220153475978255
4213,11,32.0,2,113.0,-1.0,0.4015910408141458,0.17213653972998386
4215,1,71.0,1,1520.0,0.0,0.17431829842923002,0.3972599519467414
4217,1,42.0,1,1091.0,0.0,0.32383672262481483,0.4770756289226827
4220,5,44.0,2,822.0,0.0,0.3524747281631332,0.3693437973670112
4221,3,27.0,2,709.0,0.0,0.4379518985697036,0.39924039337897743
4222,12,13.0,2,497.0,0.0,0.5593511038607101,0.2980172537606914
4223,6,71.0,2,333.0,7.0,0.13488468484859573,0.2083870403968838
4224,10,53.0,2,209.0,7.0,0.20614090852692352,0.21451847705302304
4225,1,64.0,1,76.0,-14.0,0.13063335637768728,0.16173274920683434
4226,3,38.0,2,38.0,-14.0,0.2841017612811991,0.1818463088104844
4229,1,6.0,2,1020.0,-11.0,0.5104428764978791,0.4318801555353571
4231,5,65.0,2,767.0,-3.0,0.2148627895661956,0.311986040983617
4232,10,51.0,2,579.0,-4.0,0.2991737951396168,0.2987268573523835
4234,5,38.0,2,305.0,-3.0,0.3224052846296291,0.3124188043316772
4236,4,34.0,2,115.0,-7.0,0.3637822679367802,0.2040982363811784
4240,1,80.0,1,1241.0,7.0,0.13467189695787846,0.3555054513694536
4241,5,42.0,1,855.0,-13.0,0.3672969506462471,0.37281074055304586
4242,10,80.0,2,496.0,13.0,0.11982975783253272,0.18777708898802806
4244,1,19.0,1,256.0,13.0,0.3847131856804944,0.4066063976469289
4245,10,18.0,1,162.0,13.0,0.4427194775764545,0.2685375854127284
4252,4,37.0,2,973.0,-30.0,0.39705315614009706,0.39186649814999
4253,9,9.0,2,816.0,-30.0,0.5821416257526315,0.3654646915195796
4254,1,61.0,2,681.0,23.0,0.20760380311387264,0.4150277269003294
4257,1,66.0,1,1735.0,0.0,0.19797325356847445,0.4150877100200587
4258,3,52.0,2,1443.0,0.0,0.2980195132111086,0.3916872549805521
4259,10,33.0,2,1055.0,-7.0,0.4546596379291716,0.3391284185636805
4261,9,9.0,2,672.0,11.0,0.5771840532634038,0.3638234963657768
4262,9,51.0,2,473.0,-18.0,0.28140595468452023,0.2889079817196609
4267,9,67.0,2,1444.0,-24.0,0.2192782225430008,0.280533150435092
4276,4,54.0,2,1420.0,-3.0,0.2914179899161899,0.3693904623530128
4280,1,88.0,1,604.0,-7.0,0.09026740462282544,0.2745352813402468
4281,6,20.0,2,221.0,7.0,0.43166379703863617,0.30408575022403944
4285,4,87.0,2,1374.0,-14.0,0.11286121576091013,0.2385866134442873
4287,4,70.0,2,1178.0,14.0,0.19411867408886185,0.3172646337016707
4292,4,42.0,1,401.0,-17.0,0.3123416136067404,0.3384388799546654
4293,5,63.0,2,277.0,17.0,0.1609246600684984,0.2296972351625345
4298,4,50.0,2,1309.0,0.0,0.3170842237257794,0.3790036480335104
4299,10,19.0,2,1228.0,0.0,0.5470814739255794,0.32705169863726197
4301,10,65.0,1,513.0,-14.0,0.19858464736350093,0.2466620034819471
4303,2,78.0,2,319.0,14.0,0.098857228175715,0.22054371376338228
4304,10,78.0,2,52.0,-21.0,0.08231500176246218,0.07360721807964626
4305,1,69.0,2,1729.0,-21.0,0.18329704321012705,0.4026288145194506
4311,1,31.0,1,156.0,31.0,0.2849360218178461,0.3635610512850864
4316,4,37.0,2,1058.0,0.0,0.3988167378053214,0.3926667957911501
4319,2,40.0,2,415.0,3.0,0.31024107011783075,0.3835935764040081
4323,3,61.0,2,1348.0,10.0,0.24293643341647944,0.36793951351212856
4324,1,11.0,1,1067.0,10.0,0.4867661656694763,0.44435835997995976
4325,6,6.0,2,988.0,10.0,0.5153402067435999,0.4372046919558949
4329,2,52.0,1,117.0,24.0,0.2192039233064147,0.19124897759670184
4335,5,40.0,1,1120.0,0.0,0.3872149236408892,0.3782304221274157
4339,8,63.0,2,407.0,0.0,0.1915115427823712,0.2438090832177205
4340,2,12.0,1,47.0,-6.0,0.4872193074502443,0.2294885783317492
4343,13,81.0,2,1441.0,3.0,0.14191357118037806,0.20673970760995847
4345,3,9.0,2,1174.0,3.0,0.5507525963764938,0.3751682658108984
4347,5,22.0,2,383.0,4.0,0.450961563014317,0.340481530581596
4348,2,58.0,2,268.0,-11.0,0.17478532142261027,0.28663526521035665
4349,1,60.0,1,95.0,11.0,0.15620031436827267,0.18169235389914265
4350,10,84.0,2,1786.0,0.0,0.12560042069381494,0.20191215007324087
4351,10,88.0,2,1425.0,-7.0,0.11003624653411097,0.1900970725265555
4352,2,55.0,1,1295.0,-7.0,0.27069332305404953,0.4117273998124905
4353,6,40.0,2,900.0,-14.0,0.3876084458854161,0.3649482121198297
4354,4,54.0,2,799.0,14.0,0.28083867554536923,0.36225527767383703
4357,10,89.0,2,1431.0,18.0,0.10598334126065552,0.18591660899016108
4361,2,51.0,2,423.0,32.0,0.2450171308197428,0.35902721271020394
4365,6,84.0,2,1108.0,7.0,0.1259791676866497,0.2328206980639977
4368,7,41.0,2,463.0,7.0,0.3445110236966776,0.32160521414113513
4372,2,67.0,1,1715.0,10.0,0.2024450855348642,0.3663346806463731
4375,7,17.0,2,547.0,3.0,0.5193162308693307,0.33372107474765755
4382,6,71.0,2,1435.0,-3.0,0.19220486403897089,0.2878765155788066
4384,5,70.0,2,804.0,-10.0,0.1881991900046708,0.2949244450828624
4390,2,25.0,1,1470.0,6.0,0.4481168883900049,0.4265381456311308
4393,8,33.0,2,944.0,-9.0,0.44505325379339616,0.3509762134111724
4394,4,45.0,1,739.0,6.0,0.3352666861755205,0.3769235166210917
4396,8,60.0,2,315.0,-9.0,0.19003214183195105,0.2315599728638414
4403,4,80.0,2,596.0,18.0,0.12510865790956024,0.24260292107328585
4404,9,61.0,2,508.0,18.0,0.22118220465176952,0.2647836393806845
4405,4,34.0,2,430.0,18.0,0.37165333919121857,0.3555659337672404
4406,10,75.0,2,119.0,18.0,0.11107855515210448,0.09464772708732842
4407,4,36.0,2,51.0,18.0,0.3119417682910285,0.18083471315396385
4408,2,67.0,1,1730.0,21.0,0.2023841879786437,0.366069948655221
4409,1,1.0,1,1408.0,-28.0,0.20392574573190755,0.7508474586959436
4410,2,2.0,2,1085.0,21.0,0.3110270197221069,0.6426168149974978
4412,6,48.0,2,854.0,28.0,0.3315497260954947,0.3537225213249463
4414,2,2.0,2,422.0,-31.0,0.2981916452391701,0.6276985915174861
4415,2,56.0,1,228.0,24.0,0.175525701922681,0.2793995444361261
4417,11,66.0,2,1615.0,0.0,0.2264948287000454,0.27083887404891394
4419,8,79.0,2,1161.0,0.0,0.15065374485389404,0.24046339843943546
4420,8,64.0,1,1072.0,0.0,0.2358815140855971,0.299320813653814
4422,1,63.0,1,835.0,0.0,0.2057589671467933,0.422422663962873
4423,1,73.0,1,446.0,6.0,0.1298966789517857,0.3146895946912455
4433,8,63.0,2,858.0,1.0,0.2368842732002221,0.2977693773842035
4437,1,36.0,1,216.0,1.0,0.2717975280317936,0.37403609083896056
4438,10,34.0,2,158.0,1.0,0.31907896987385514,0.2478856293449849
4442,7,65.0,1,1596.0,0.0,0.2288684762254225,0.2999181031118964
4444,7,25.0,2,1439.0,0.0,0.4976803341805557,0.35295235972492434
4447,1,38.0,1,1073.0,-3.0,0.34543174222998885,0.4786150768118735
4448,3,29.0,2,991.0,-3.0,0.43675708415544734,0.4074089076880785
4449,3,68.0,2,905.0,-4.0,0.1977366737512944,0.3378967750787775
4455,5,59.0,2,27.0,-1.0,0.14970935673466987,0.11758352768434292
4467,1,36.0,1,224.0,-3.0,0.2739091906717786,0.3768572314380905
4470,6,43.0,2,1470.0,0.0,0.3739484795915399,0.3629336394000871
4471,8,11.0,2,1309.0,0.0,0.5845024940835067,0.3246972212479372
4479,1,84.0,1,1156.0,15.0,0.11859826705077685,0.3338437666938914
4482,2,71.0,2,679.0,-8.0,0.1672825426725516,0.3315416338389095
4483,1,29.0,1,474.0,8.0,0.3627713275668977,0.44478340703090574
4486,2,65.0,1,1754.0,0.0,0.21314772884205396,0.3735480334729921
4488,7,7.0,2,1090.0,-7.0,0.5443661820814322,0.4090484936704176
4491,2,74.0,2,729.0,3.0,0.15605551965791492,0.32351790173468165
4492,10,52.0,2,644.0,3.0,0.29955806669911483,0.30321570550633925
4494,3,46.0,2,57.0,-10.0,0.23634139515131344,0.1711008246127434
4495,5,29.0,2,37.0,-10.0,0.365371233621749,0.18041909328657488
4504,1,33.0,1,152.0,15.0,0.2715918063502698,0.3574571732697461
4505,7,72.0,2,1758.0,0.0,0.18604524495764568,0.2704303012062064
4506,3,25.0,1,1561.0,0.0,0.4650446417179816,0.4012942810550247
4510,11,78.0,2,982.0,0.0,0.15511135146372548,0.22730149567527194
4511,1,1.0,2,690.0,0.0,0.19942704497016184,0.7492685691110215
4513,6,60.0,2,197.0,-4.0,0.1585744125414489,0.20746575804383388
4516,2,67.0,2,1715.0,-1.0,0.2024450855348642,0.3663346806463731
4519,8,15.0,1,1342.0,1.0,0.5623925513127875,0.3320362270479357
4521,2,72.0,2,974.0,2.0,0.1742759846210195,0.34788395685401746
4525,7,80.0,1,217.0,9.0,0.08198080568238973,0.14082947681308886
4527,11,85.0,2,1752.0,0.0,0.12142278566840455,0.1940212731859904
4529,12,58.0,2,1603.0,0.0,0.28163662952149565,0.2916565705901389
4531,2,68.0,1,726.0,-13.0,0.18519451971799786,0.3499439852854349
4533,10,75.0,2,64.0,0.0,0.09563684319484413,0.08161637234682602
4534,10,64.0,2,1715.0,3.0,0.2380707577158468,0.2814882161593541
4536,10,39.0,2,1205.0,-6.0,0.4147205859457632,0.3379759898226097
4538,4,79.0,2,659.0,3.0,0.1338574814904977,0.2551333453679792
4539,10,74.0,2,567.0,3.0,0.15508805799749814,0.22105647165631045
4543,10,75.0,2,1659.0,-7.0,0.17161622967632487,0.2409092461829645
4544,8,44.0,2,1495.0,-7.0,0.3743129815336346,0.3445276894514146
4545,8,33.0,2,1369.0,-7.0,0.4502172707890028,0.3508281606708688
4546,6,71.0,2,1271.0,0.0,0.19231963830508386,0.2893806857882104
4550,5,93.0,2,349.0,-3.0,0.0610249612174421,0.138225463196969
4551,6,48.0,2,176.0,-3.0,0.2204244285644112,0.2396948899833861
4556,6,43.0,2,790.0,3.0,0.3623280225668555,0.3584485506180893
4557,5,75.0,2,555.0,10.0,0.14512751274565774,0.24743247495622225
4560,3,52.0,1,197.0,7.0,0.19387798668558687,0.2639058948003909
4561,2,55.0,2,38.0,-10.0,0.16737281274029248,0.15330057954349982
4563,1,71.0,2,1380.0,-3.0,0.1744092218375739,0.3990359480708179
4564,5,61.0,2,1299.0,-3.0,0.25054250383433163,0.3368972621760795
4572,3,68.0,2,1740.0,-18.0,0.20158915491801324,0.33648093902612297
4573,8,46.0,2,1334.0,11.0,0.3602344345214722,0.3435344791243018
4574,2,46.0,1,1014.0,-18.0,0.32098790228143376,0.42818011070926304
4575,9,37.0,2,774.0,18.0,0.41404804404826,0.3394684990925977
4578,4,71.0,2,1714.0,0.0,0.1878619265376383,0.3071549752023741
4583,2,85.0,2,978.0,-9.0,0.11659108991579692,0.2845106046801911
4584,7,80.0,2,900.0,-9.0,0.14187731026376746,0.2390827364258345
4586,7,75.0,2,713.0,9.0,0.15926748534027693,0.2497332069909416
4587,12,44.0,1,545.0,-9.0,0.3484912957643415,0.2994358075235977
4588,1,10.0,1,350.0,-9.0,0.4539563793809973,0.4163652157404657
4591,7,23.0,2,64.0,3.0,0.44041730354343184,0.18296587378372306
4593,10,65.0,2,24.0,-3.0,0.1241831919599811,0.09089945208067332
4595,6,71.0,2,1721.0,0.0,0.1909343320410664,0.28368151102141137
4597,1,66.0,1,1008.0,1.0,0.19566253506720946,0.4187210682306836
4600,1,19.0,2,120.0,-18.0,0.3492219978069868,0.3705105845093427
4601,11,76.0,2,1563.0,-6.0,0.16700759634828033,0.2334354248853812
4602,8,66.0,2,1222.0,-6.0,0.22449527971250005,0.2925807417304255
4603,1,43.0,1,1147.0,-6.0,0.31906396446086444,0.4766162278174298
4609,4,4.0,2,49.0,-1.0,0.4759966103817907,0.33237279593210445
4611,2,2.0,2,1243.0,3.0,0.3121039324121689,0.6419814527424453
4614,4,43.0,1,1539.0,0.0,0.3628885509937725,0.38675130890175896
4618,1,66.0,1,1760.0,0.0,0.19789549575694132,0.4146329096079592
4621,3,68.0,2,1314.0,0.0,0.20267696774697944,0.3423760121389986
4623,3,88.0,2,730.0,3.0,0.10033755174301773,0.23473809941223225
4625,5,77.0,2,147.0,-6.0,0.07889612275849345,0.14033847716457193
4630,6,38.0,2,669.0,-3.0,0.3877862203916393,0.35630726011812125
4633,7,48.0,2,120.0,3.0,0.2038741844474989,0.21412790136730075
4635,13,66.0,1,12.0,17.0,0.11715033979731528,0.08189518733410346
4637,1,79.0,1,1462.0,17.0,0.13892273377698908,0.3588622666363017
4638,1,48.0,1,1322.0,17.0,0.29302361993087395,0.470572382136787
4639,4,40.0,1,1203.0,17.0,0.3813661875808834,0.3917092599554487
4641,11,71.0,2,676.0,-20.0,0.18108638475365368,0.24020612882003325
4646,3,68.0,2,1218.0,6.0,0.20239737504564093,0.3428284900515697
4650,6,18.0,2,327.0,13.0,0.472988387731131,0.32208992784203705
4656,9,67.0,2,976.0,32.0,0.21654928958457292,0.2807141526675136
4659,2,3.0,1,273.0,28.0,0.5125607627369195,0.35910853228828604
4666,4,56.0,2,516.0,-7.0,0.2422851482023657,0.32491613397568525
4668,12,40.0,2,309.0,7.0,0.3283479170458258,0.2669764616733827
4670,15,60.0,2,32.0,10.0,0.1545651231308917,0.09516007028750807
4674,4,25.0,2,770.0,-20.0,0.4646387855907539,0.3831022295379251
4676,5,71.0,1,258.0,20.0,0.12016240213954653,0.19419939139170492
4677,7,57.0,1,159.0,20.0,0.16516601594537986,0.19915137306245834
4678,2,61.0,2,1526.0,0.0,0.2361989405091014,0.3916271940645677
4680,5,82.0,2,1165.0,0.0,0.1346539675098734,0.251461622203112
4683,1,71.0,2,606.0,0.0,0.15449173537250913,0.3612484077878803
4687,17,67.0,2,157.0,0.0,0.12220111968861773,0.13954614865911202
4688,3,82.0,1,43.0,0.0,0.06496046188924103,0.08208147039633028
4691,3,11.0,2,1240.0,-4.0,0.5409837918404337,0.3793811690084784
4693,11,76.0,1,1111.0,1.0,0.1672425670436078,0.2367558422762323
4695,4,27.0,2,545.0,8.0,0.4346012788140709,0.3719359442569579
4698,1,67.0,1,1725.0,0.0,0.19305309799038786,0.4111938092611138
4699,12,34.0,2,944.0,3.0,0.4508002518513906,0.3281541151986126
4701,6,75.0,2,518.0,6.0,0.1423891255136953,0.2327990414535924
4705,11,76.0,2,1723.0,-16.0,0.16608758036447532,0.23110669673317946
4707,1,81.0,1,950.0,-13.0,0.12787008025517613,0.3456276049587146
4709,3,62.0,2,605.0,13.0,0.21325474892470608,0.3349469511328827
4711,4,34.0,1,285.0,13.0,0.3391215340045116,0.3257686909869107
4713,1,77.0,2,81.0,-16.0,0.0831432506637145,0.1258331024569689
4716,6,21.0,1,1092.0,-3.0,0.5137118298809397,0.35862521181712403
4721,1,86.0,1,87.0,4.0,0.059929812318772875,0.1042235022680994
4722,2,2.0,2,7.0,4.0,0.3538225051326943,0.4380046631506213
4725,6,64.0,2,1385.0,13.0,0.2341290129513501,0.31514353851041266
4727,9,88.0,2,1013.0,10.0,0.10909512726872143,0.1954608603872196
4728,1,66.0,2,706.0,-17.0,0.18465447363382267,0.3985358055066576
4729,7,45.0,1,102.0,10.0,0.2794371813368269,0.16294417505941464
4730,3,68.0,2,1734.0,0.0,0.2016179289986173,0.3365857855292217
4732,4,64.0,2,1513.0,0.0,0.22895621837432786,0.33785295563375817
4733,3,5.0,2,1198.0,0.0,0.5710782504135771,0.3654390289662238
4734,7,72.0,2,1100.0,-7.0,0.18689106410700065,0.2767361736479373
4735,1,76.0,2,724.0,0.0,0.14077027793553856,0.3544385273946777
4736,2,67.0,2,250.0,-7.0,0.12919188097425446,0.24361723010786765
4740,6,39.0,2,1671.0,7.0,0.4008369610332981,0.3636386831439648
4742,1,3.0,1,1037.0,14.0,0.5249202598380216,0.4237980759069565
4756,7,72.0,2,750.0,0.0,0.17720441456911434,0.2649896162654075
4758,4,80.0,2,545.0,0.0,0.1209118160556048,0.2348013629816859
4761,15,49.0,1,63.0,0.0,0.2388844483909621,0.12396402663966427
4762,1,66.0,1,1726.0,-4.0,0.1980004310977737,0.4152498347511617
4763,9,63.0,2,1621.0,-4.0,0.2441535177316971,0.2921674372161369
4774,18,83.0,2,1081.0,-7.0,0.1324021151321819,0.18613414006425352
4780,1,73.0,2,1588.0,-14.0,0.16491432477030032,0.3868901948418105
4783,5,58.0,2,1196.0,11.0,0.2691694794425827,0.3465435346762995
4784,5,29.0,1,1033.0,11.0,0.456818824899717,0.37735911454503457
4785,6,54.0,2,452.0,14.0,0.25115441112688025,0.2973395238611373
4790,4,29.0,2,1552.0,0.0,0.4521896250472066,0.38799033084385
4792,4,34.0,2,1098.0,-3.0,0.4184725920224701,0.39290387272989696
4793,4,70.0,2,780.0,-10.0,0.18504311430181028,0.3058375103107298
4795,11,75.0,2,360.0,-17.0,0.12456018040321612,0.17733559881583533
4798,10,59.0,2,48.0,23.0,0.16360178905974018,0.10907061972900482
4799,6,44.0,2,14.0,23.0,0.2374758073820105,0.14174490519223287
4801,5,39.0,2,1518.0,26.0,0.39566835772062464,0.3763205864263389
4803,7,48.0,2,996.0,26.0,0.3397081604743037,0.3481067726866145
4804,2,55.0,2,628.0,-29.0,0.2487321896592028,0.38549150750896777
4808,2,66.0,2,1589.0,0.0,0.20828553524843813,0.3724391783849144
4811,2,4.0,2,815.0,7.0,0.5505139160337352,0.3857800681915186
4812,1,66.0,1,736.0,-14.0,0.18640830844722825,0.40198160866106064
4818,20,79.0,2,1062.0,-11.0,0.1524746206525975,0.1966634487845643
4826,5,70.0,2,1734.0,0.0,0.1951695730228813,0.2979481781204377
4827,8,56.0,2,1666.0,0.0,0.2895975162282187,0.3193488612125275
4829,7,50.0,2,1054.0,10.0,0.32711743076641275,0.3451675121400829
4830,7,13.0,2,921.0,10.0,0.5630953658150838,0.33659412496878244
4832,9,60.0,2,587.0,-10.0,0.23778212636411264,0.2796665777621304
4840,1,22.0,1,209.0,16.0,0.355291510736992,0.3938574061947752
4841,1,73.0,2,20.0,-16.0,0.08128060876966854,0.11583593242141538
4843,7,26.0,2,1372.0,-3.0,0.4912080349811248,0.35445739182239216
4844,6,71.0,2,1086.0,0.0,0.19125822759541386,0.2892855192779539
4848,4,87.0,2,248.0,0.0,0.06506414416603598,0.1419719496967403
4852,4,65.0,2,1026.0,-4.0,0.2209369757782223,0.3356672410217847
4853,13,56.0,1,897.0,-3.0,0.2918823697308661,0.29335898574735586
4856,4,25.0,1,473.0,0.0,0.4381645580574933,0.36430551127601024
4858,3,14.0,1,190.0,7.0,0.4408619540479221,0.3335551349779789
4859,1,66.0,2,97.0,-14.0,0.12855643926194055,0.16406259741185178
4860,10,56.0,1,79.0,-14.0,0.1949996344819845,0.12400294407525092
4861,7,29.0,2,49.0,-14.0,0.3796845946815193,0.17314000807226396
4862,10,19.0,2,18.0,-14.0,0.4558712759272578,0.16389245304179587
4864,4,59.0,2,1593.0,0.0,0.25933838530928555,0.35342177138289704
4865,2,67.0,2,1261.0,-3.0,0.20303073351122425,0.372117729076089
4866,6,37.0,2,1132.0,-3.0,0.4127917995036434,0.36863058040945856
4872,1,50.0,1,643.0,0.0,0.2625028227599665,0.4431834118645501
4873,3,46.0,2,314.0,0.0,0.2606401525644829,0.3222899451686857
4874,4,32.0,2,233.0,0.0,0.3380730931924425,0.3153345306501961
