,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,pass_length,score_differential,fg_prob,td_prob,ep,third_down_converted
29199,1,0,11,51.0,718.0,1,7.0,0.3149299898818176,0.3062769225282512,1.4331515448018046,1.0
29200,1,0,13,13.0,376.0,2,-14.0,0.6031186376932997,0.29626303939212795,3.6846770955089774,0.0
29202,1,0,1,13.0,140.0,2,-14.0,0.39321102515800616,0.3800098707762665,3.5680563752864165,0.0
29204,1,0,10,72.0,1664.0,2,0.0,0.18865407306908605,0.25278859697465017,-0.6313888030252233,1.0
29205,0,0,10,43.0,1499.0,2,0.0,0.3868382952447079,0.3326013896009117,2.009739921527768,0.0
29206,0,0,16,88.0,1398.0,2,0.0,0.11027388932248376,0.1706682041775713,-2.244020402250965,0.0
29207,1,0,19,63.0,996.0,2,0.0,0.2497285708611789,0.2550475740435543,0.0519102263667135,0.0
29208,1,0,10,34.0,891.0,2,0.0,0.4435583251790545,0.33755675430901283,2.655862931842016,0.0
29211,1,0,7,56.0,104.0,2,7.0,0.20279768808012832,0.14016831341171115,1.1509978077127785,1.0
29212,1,0,4,27.0,49.0,2,7.0,0.3843095117297922,0.1938588737161349,2.3135924401900145,1.0
29213,1,0,2,2.0,12.0,2,7.0,0.35517723361844195,0.4396198588745053,4.068161262843165,0.0
29214,1,0,6,66.0,1677.0,2,10.0,0.22072446979562765,0.3039232734572325,0.2654681397023575,1.0
29215,1,0,4,54.0,1554.0,1,10.0,0.2912227568945578,0.3677538070723527,1.6460381021107264,0.0
29216,1,0,7,57.0,1239.0,1,3.0,0.2813914601007474,0.3291365848236677,1.128601513184258,0.0
29217,1,0,5,82.0,1176.0,2,-3.0,0.13470031735035573,0.2514703347964469,-0.9849515506439408,0.0
29218,1,0,6,16.0,900.0,2,3.0,0.5391479822814057,0.35027104154567124,3.5558155946084025,0.0
29219,1,0,3,72.0,814.0,2,-6.0,0.17345163720673362,0.3161143318804967,0.3863914122763872,0.0
29221,1,0,10,34.0,480.0,1,-6.0,0.4069315067997128,0.3132850819417888,2.497693467173199,1.0
29222,1,0,2,2.0,398.0,2,-6.0,0.2970614000376946,0.6257418204201477,5.091679529542351,1.0
29223,1,0,12,82.0,319.0,2,-1.0,0.0915144550138826,0.14239812992771006,-0.8094751760282171,1.0
29224,1,0,4,38.0,120.0,2,-1.0,0.2589351900652185,0.265838743291936,1.9899118109324536,1.0
29226,0,0,4,74.0,1763.0,2,0.0,0.17151686126725804,0.29333882875603084,-0.271956400847448,1.0
29227,1,0,6,51.0,1657.0,2,0.0,0.3188377158346349,0.3483485132237833,1.6295079662715557,0.0
29228,1,0,6,67.0,1464.0,1,0.0,0.21557475105112106,0.3032692820200433,0.2333947888165309,0.0
29229,1,0,1,6.0,751.0,2,7.0,0.504592154880903,0.43017356398338696,4.261897159065152,1.0
29230,1,0,9,67.0,582.0,2,14.0,0.19424340159245068,0.2546058717378845,0.20897284997957555,0.0
29231,1,0,6,36.0,460.0,1,-14.0,0.3750330659198151,0.3360681180671545,2.5769706662801584,1.0
29232,1,0,6,6.0,390.0,2,-14.0,0.4905507936264336,0.4232356089945566,4.249686961321343,0.0
29233,1,0,2,60.0,128.0,2,-18.0,0.1317667039338944,0.22375337559797734,1.0463839132792632,1.0
29234,1,0,4,51.0,67.0,2,18.0,0.21155406224390425,0.15457801424444073,1.3700706222659562,0.0
29235,1,0,1,63.0,29.0,2,-18.0,0.11980873250017167,0.14624884572346486,1.058916904983082,0.0
29236,1,0,2,72.0,1704.0,2,18.0,0.1764529837903216,0.34506858305597504,0.4127784226419711,0.0
29237,0,0,1,74.0,1286.0,2,8.0,0.1605187440093773,0.3857089442994889,0.8394250735255522,1.0
29238,1,0,14,42.0,1137.0,2,8.0,0.40106066800036383,0.3168742459558209,1.98049202577096,0.0
29239,1,0,4,49.0,795.0,1,-2.0,0.31267035810030963,0.3733551923257285,2.13536193239415,0.0
29241,1,0,9,10.0,492.0,2,-2.0,0.5659893172857334,0.3081189980467749,3.45735829381426,0.0
29243,1,0,9,93.0,303.0,2,1.0,0.057648570616924126,0.1138387825864164,-1.2222483579513082,0.0
29244,1,0,9,79.0,243.0,2,-5.0,0.08997481227406064,0.14333639444854476,-0.4542238071809857,1.0
29245,1,0,12,47.0,120.0,2,-5.0,0.21654195909135,0.1972377264632509,1.1380875632844727,1.0
29246,1,0,5,57.0,1649.0,2,-7.0,0.27550154971568874,0.3448309434146259,1.2263771565720705,0.0
29247,0,0,2,72.0,1569.0,2,7.0,0.17694750943528556,0.3473525879868859,0.4548778652114953,1.0
29249,1,0,3,54.0,667.0,2,-10.0,0.2661757177918368,0.3687858127897015,1.8894547587936281,1.0
29251,1,0,10,11.0,415.0,2,-10.0,0.5539068155868642,0.2993793728027101,3.3495624774390667,0.0
29252,1,0,7,72.0,351.0,2,7.0,0.1343091421919679,0.2031120026938476,-0.005270986231613151,1.0
29253,0,0,1,25.0,240.0,2,7.0,0.3445130205802673,0.39969041427277935,3.4024223710732064,0.0
29254,1,0,15,88.0,35.0,2,-7.0,0.053268014380496116,0.050555896724886085,-0.05701530171838998,0.0
29255,1,0,2,65.0,1725.0,2,-10.0,0.2132648447772864,0.3740583808392733,1.0708163628227994,0.0
29256,0,0,9,49.0,1565.0,2,-10.0,0.3412955133830148,0.3294460863138577,1.5873517144969709,0.0
29258,1,0,4,24.0,1150.0,2,-17.0,0.4803438806576714,0.3858279846663291,3.4686681082590822,0.0
29259,1,0,10,69.0,1051.0,2,14.0,0.20646450800778904,0.2687105429809128,-0.1527394675591922,0.0
29260,1,0,3,51.0,958.0,2,14.0,0.2996417849520693,0.3931058166653712,2.1587835872343524,0.0
29261,0,0,6,76.0,900.0,2,-14.0,0.16093720469199588,0.2643669139519017,-0.4406685515650266,0.0
29262,0,0,10,10.0,550.0,2,-14.0,0.5865131106859658,0.3437931162930113,3.966951590701981,0.0
29263,1,0,4,44.0,394.0,2,14.0,0.29763442709033194,0.3326960021064261,2.201490171099263,1.0
29265,1,0,4,86.0,1713.0,2,0.0,0.11576054565665846,0.2386740304682484,-1.3891883053969574,1.0
29266,1,1,5,62.0,1562.0,2,0.0,0.2439141810219487,0.33063860190918737,0.7953185021880766,1.0
29267,1,0,13,53.0,1469.0,1,0.0,0.31930939010476944,0.3014885242534798,1.0656395270658354,0.0
29268,1,0,7,50.0,1297.0,2,0.0,0.3293245711645157,0.3451286028096468,1.7083387779636208,0.0
29269,1,1,7,82.0,1235.0,2,0.0,0.1359402547219622,0.2340551509235249,-1.21391349102213,0.0
29270,1,0,7,76.0,1143.0,2,0.0,0.16540128154890174,0.2602242552952354,-0.6251659529775868,0.0
29271,1,0,2,72.0,1043.0,2,0.0,0.17544996964356038,0.34954813424516323,0.6057297102924282,1.0
29272,1,0,3,59.0,964.0,2,0.0,0.2509006410066101,0.3724341243148258,1.5213665592698211,0.0
29275,1,0,3,22.0,44.0,1,-6.0,0.4160834368874925,0.20792649548792666,2.5396548944358965,1.0
29277,0,0,8,96.0,1518.0,2,1.0,0.08060707755605526,0.16566159621970525,-2.539633693650336,0.0
29278,1,0,10,80.0,1245.0,1,-2.0,0.14659797519513335,0.22493305115544504,-1.2485618068470707,1.0
29281,1,0,5,23.0,900.0,2,-2.0,0.4905425184742847,0.37070402350637627,3.4182310893233496,1.0
29282,1,0,14,35.0,472.0,1,-2.0,0.40717867273157626,0.29416321888912383,2.3001760846812416,0.0
29283,1,0,10,78.0,381.0,2,-1.0,0.11450430595976628,0.17453259036253066,-0.5697834959189483,0.0
29286,1,0,8,24.0,1545.0,2,0.0,0.5090569909298682,0.34344710500935793,3.1601438188906004,0.0
29288,1,0,7,7.0,922.0,2,3.0,0.542022022986866,0.4092168581573001,4.285838953334295,0.0
29289,1,0,5,75.0,900.0,2,-6.0,0.1649629161332914,0.2785335066757873,-0.2356756896848761,0.0
29290,1,0,5,69.0,802.0,2,6.0,0.19366479493723726,0.2988504409334047,0.3390706223278097,1.0
29291,1,0,14,62.0,676.0,1,6.0,0.23849102754009874,0.26005609372806593,0.3823766491393443,0.0
29292,1,0,10,43.0,566.0,1,-6.0,0.3546873830145643,0.31306995931055004,2.0128326209924494,1.0
29293,1,0,8,59.0,300.0,2,-1.0,0.1923223346610295,0.2308528316074776,0.7892794730820957,0.0
29295,1,0,2,44.0,87.0,1,-1.0,0.2589687872106705,0.1998254943047537,1.8845814583702158,0.0
29296,1,0,4,58.0,1699.0,2,-1.0,0.26520396905000865,0.3548109212529499,1.262143081234733,0.0
29297,1,0,4,44.0,1539.0,2,8.0,0.35635968272980084,0.3857103823853873,2.4095772504360284,1.0
29298,1,0,9,36.0,1447.0,2,8.0,0.4335110837376545,0.3434083051572607,2.534993079220558,0.0
29299,1,0,1,71.0,1344.0,2,-11.0,0.17437636580359472,0.39936510199092384,1.1055446939056233,0.0
29300,1,0,4,67.0,1255.0,1,11.0,0.2114212552168394,0.32916932000671617,0.5569531457508246,1.0
29301,1,0,12,82.0,812.0,2,4.0,0.13156509434569674,0.20189748834882587,-1.323780686030019,0.0
29303,1,0,9,53.0,374.0,2,4.0,0.2481652114548583,0.2635150333922331,1.2141553840479031,0.0
29304,0,0,8,50.0,120.0,2,4.0,0.19350114913496705,0.20312362261234845,1.1027145157251184,0.0
29306,1,1,8,62.0,1575.0,2,0.0,0.2496583241398593,0.30284055269651705,0.4970533176363985,0.0
29308,1,0,8,10.0,989.0,2,0.0,0.5865914648755505,0.3237606279201699,3.597462968853312,0.0
29309,1,0,15,60.0,595.0,2,3.0,0.2445528541307557,0.254958713793952,0.5202203770425653,0.0
29312,1,1,10,58.0,80.0,2,0.0,0.18309786133045025,0.12008747981603775,0.9456055473919852,0.0
29314,1,0,6,48.0,16.0,2,0.0,0.2111665639934917,0.1340743680235107,1.267356860427749,0.0
29318,1,0,15,55.0,734.0,1,-6.0,0.2924385574823408,0.2811007517281743,0.9431890720630484,0.0
29319,1,0,5,94.0,633.0,1,6.0,0.07743394066300886,0.17670780188114396,-1.6087340948494404,0.0
29320,1,0,7,51.0,511.0,2,-6.0,0.2833001834924912,0.3082638968138524,1.5854183952229937,1.0
29323,1,0,7,84.0,1753.0,2,0.0,0.12523976564690795,0.21918508699392653,-1.5619738616282373,0.0
29324,1,0,7,24.0,1666.0,2,0.0,0.5041674259600598,0.34982614287365266,3.1948590893066893,1.0
29325,1,0,6,77.0,1452.0,1,-3.0,0.15964957881080466,0.2622330003842756,-0.7257728589721266,0.0
29328,1,0,5,36.0,665.0,2,3.0,0.3954073610080335,0.3677495602310947,2.802911212884373,1.0
29329,1,0,6,21.0,562.0,2,3.0,0.4898219740816449,0.3470851241841722,3.3235036403695637,0.0
29332,1,0,6,48.0,208.0,2,6.0,0.2304772438073158,0.2504010066943046,1.4797112885930184,0.0
29334,1,0,10,21.0,55.0,2,-6.0,0.4610611809370288,0.17078575079015226,2.3931970185601883,0.0
29336,1,0,13,72.0,1317.0,2,3.0,0.19139997690328947,0.2434607430964013,-0.6813765186633283,0.0
29337,1,0,10,76.0,1114.0,2,-3.0,0.16686909610049516,0.2415711394151322,-0.8326295236768444,0.0
29338,1,0,8,13.0,935.0,2,-3.0,0.5689733956873141,0.3294449405767829,3.534750955348588,1.0
29339,1,0,8,78.0,900.0,2,-4.0,0.15219955093828694,0.24096698498438776,-0.7958127199068263,0.0
29340,1,0,13,26.0,641.0,1,4.0,0.4920666236452223,0.31326834002467,2.8929589313746433,0.0
29341,1,0,5,75.0,547.0,2,-7.0,0.1443418730424582,0.2461484140096182,-0.11345424079130086,1.0
29344,1,0,1,62.0,1595.0,2,0.0,0.21856662130465707,0.4324849539614134,1.8437040575474009,0.0
29345,0,0,8,14.0,1171.0,2,0.0,0.5668916385769286,0.33114736584090515,3.507342221547416,0.0
29346,1,0,12,76.0,1117.0,2,-3.0,0.16762970892886953,0.2324495725108691,-0.9418162339304132,1.0
29347,1,0,14,47.0,996.0,1,-3.0,0.3617202477873279,0.30998728429213673,1.6228192916157451,1.0
29348,1,0,15,17.0,889.0,2,-3.0,0.5690185459219591,0.3026346217363105,3.2258836320299986,0.0
29349,1,0,5,40.0,636.0,2,0.0,0.3660203615080474,0.3624298766875744,2.562899156854293,0.0
29350,1,0,4,91.0,570.0,2,0.0,0.08295333464906762,0.19081691202477927,-1.2126235193880146,0.0
29351,1,0,5,65.0,475.0,1,0.0,0.1867143989942027,0.2733505430869744,0.6740949413325859,0.0
29352,1,0,7,86.0,1752.0,1,0.0,0.11659747991362115,0.21047407979013366,-1.7373208145104913,1.0
29353,1,0,3,61.0,1626.0,2,0.0,0.2424846296669668,0.3643937285842477,1.196997153341444,1.0
29354,1,0,9,53.0,1522.0,2,0.0,0.3130490162869156,0.32184630499092537,1.2613511618590627,0.0
29356,1,0,6,52.0,1028.0,1,9.0,0.3098628787981594,0.3499566958384969,1.681554712268862,1.0
29357,1,0,15,36.0,969.0,2,9.0,0.4436555703516614,0.31581380064461384,2.3623038715434665,1.0
29358,1,0,7,51.0,779.0,2,-16.0,0.3105544163663514,0.3353811240328264,1.6806884287176629,0.0
29359,0,0,3,24.0,524.0,1,16.0,0.4403270309882721,0.3852133666631128,3.445278218088885,1.0
29360,1,0,12,82.0,423.0,2,-29.0,0.10436954810135507,0.16192635267716354,-0.9495490485365464,0.0
29362,1,0,5,53.0,1653.0,1,0.0,0.3017950540013535,0.3550491385070342,1.5709000770585209,0.0
29363,1,1,8,69.0,1583.0,1,0.0,0.2054954705292389,0.2776976179250261,-0.17821271255271887,0.0
29365,1,0,8,17.0,1121.0,2,0.0,0.5491804429509267,0.3365038407506559,3.433027099007936,1.0
29366,1,0,3,73.0,1028.0,2,-7.0,0.17401460899197102,0.3201479305936216,0.24256810607731016,1.0
29367,1,0,10,80.0,797.0,2,0.0,0.13998424123332395,0.2175098421370764,-1.0458996295470102,1.0
29368,1,0,5,39.0,318.0,2,-7.0,0.3188819549231424,0.3137042054134902,2.2885212335199765,0.0
29369,1,1,14,89.0,222.0,2,7.0,0.05939593099286779,0.099582710954916,-1.0200785578671403,1.0
29376,1,1,7,77.0,1124.0,2,-24.0,0.1600601892884315,0.25588135756361424,-0.7122208381000608,1.0
29377,1,1,3,50.0,1061.0,1,-24.0,0.308072104210307,0.3968136396802174,2.22615604769132,1.0
29380,1,1,10,51.0,294.0,2,-10.0,0.2431860214142786,0.2447777651836304,1.221078532219312,0.0
29381,1,0,11,87.0,1690.0,2,0.0,0.11313106433612695,0.18677430861958674,-2.0560657935762356,0.0
29382,1,0,7,59.0,1556.0,2,0.0,0.2678526965166688,0.3202698651175724,0.8648020825560812,0.0
29383,1,0,15,38.0,1214.0,2,-3.0,0.4328388079993263,0.3156065375820584,2.21114600846268,0.0
29384,1,0,5,57.0,821.0,2,-3.0,0.26693633885383145,0.3419856355660616,1.388498018588,1.0
29385,1,0,2,8.0,654.0,2,-3.0,0.5241743879907523,0.3925288895663033,4.009538283194937,0.0
29386,1,0,2,61.0,433.0,1,-7.0,0.19105896293767136,0.3266769825684578,1.4272860313373332,0.0
29388,1,0,19,78.0,1648.0,2,-14.0,0.1570515079442894,0.19858268406199786,-1.5615981206677834,0.0
29389,1,0,4,74.0,1402.0,2,-21.0,0.1729346427591212,0.29878313241354193,-0.15834902230208758,1.0
29391,1,0,8,78.0,806.0,2,-28.0,0.1492558173604441,0.2369322067678665,-0.7509408872555894,0.0
29392,1,0,8,78.0,511.0,2,-35.0,0.12927686332034305,0.20692762571568246,-0.5714803531162087,0.0
29393,0,0,3,62.0,390.0,2,35.0,0.18362908438689834,0.2901656773706736,1.1079795100132608,1.0
29395,1,0,5,75.0,1715.0,2,0.0,0.16791811928274658,0.2770955550973345,-0.5000394192603608,1.0
29397,1,0,7,87.0,1495.0,2,0.0,0.1135715867823276,0.20971711447503585,-1.7451972468364196,0.0
29398,1,0,7,50.0,1394.0,2,0.0,0.32945956549161226,0.3443290153166946,1.6869991165339118,0.0
29399,1,0,6,56.0,833.0,2,7.0,0.2770741909394285,0.3347192174414954,1.3663546908792812,0.0
29401,1,0,8,63.0,505.0,2,-10.0,0.2072749264059108,0.2631504744365606,0.5936996683045943,0.0
29403,1,0,5,18.0,120.0,2,10.0,0.4066780114777183,0.2907780140619727,2.8630946470278973,0.0
29404,1,0,11,81.0,1129.0,1,-16.0,0.14153620450396912,0.21635785569576546,-1.3501134433876285,0.0
29405,1,0,5,10.0,913.0,2,16.0,0.5648139692568819,0.3489892873010842,3.738698128290409,1.0
29406,1,0,3,60.0,792.0,2,-23.0,0.23859619329642515,0.3614325391040357,1.4403674595883942,1.0
29407,1,0,10,25.0,697.0,2,-23.0,0.4943295244267114,0.32912062248109875,3.0514340635567785,1.0
29408,1,0,4,53.0,289.0,2,-23.0,0.2164600633565228,0.2789031608061481,1.4674780438839123,1.0
29409,1,0,4,41.0,230.0,2,-23.0,0.2757639242078319,0.2956399996850603,2.091242478855523,1.0
29410,1,0,1,9.0,130.0,2,-23.0,0.4156475592372487,0.3777110268195487,3.6544978534721184,0.0
29411,1,0,8,58.0,57.0,2,-23.0,0.17121383498048515,0.11843113569190485,0.9332109119329312,1.0
29412,1,0,9,51.0,1451.0,1,0.0,0.3273769084894577,0.3269816281695311,1.4496912983985384,1.0
29413,1,0,6,15.0,1322.0,2,0.0,0.5504163863275346,0.34794981949509035,3.5671952764022503,1.0
29414,1,0,6,40.0,1085.0,1,-7.0,0.3920708389771331,0.36723316087971664,2.5361904489676266,1.0
29415,1,0,2,2.0,606.0,2,0.0,0.30443886537433346,0.6375398522293305,5.188321073518152,0.0
29416,1,0,3,73.0,533.0,2,-3.0,0.14880569264316074,0.2776088631225745,0.33123757625467753,1.0
29417,1,0,10,70.0,294.0,1,-4.0,0.1352629958657377,0.1826345417515561,-0.015706948135201015,1.0
29420,1,0,5,75.0,1733.0,2,-3.0,0.16782018796520398,0.2767937279673621,-0.5056703891980989,0.0
29421,1,0,20,68.0,1527.0,2,-10.0,0.21793478576119776,0.2340527812290976,-0.6145505919195398,0.0
29423,1,0,8,69.0,896.0,1,3.0,0.20137347645195813,0.2774387759840898,0.029075741419148707,0.0
29424,1,0,8,14.0,572.0,2,-3.0,0.5453658671399496,0.32398794936009223,3.438972535115909,1.0
29425,1,0,18,55.0,360.0,1,-4.0,0.2403552929823255,0.22366423791474266,0.7608824433061693,0.0
29426,1,0,6,19.0,266.0,2,4.0,0.4514635689378871,0.3127584288479792,3.0752587395443034,1.0
29427,1,0,7,7.0,184.0,2,4.0,0.4854906666562496,0.3742274751198613,3.904760248988404,0.0
29428,1,0,7,45.0,1649.0,2,0.0,0.36369727239848976,0.34932068138245786,2.015767440758126,1.0
29429,1,0,13,66.0,1418.0,2,7.0,0.2287172835795326,0.2644030183482167,-0.1357633006016783,0.0
29430,1,0,10,72.0,1355.0,2,-7.0,0.18995417275696871,0.2567533062372411,-0.5352792526247523,0.0
29431,1,0,13,65.0,1261.0,1,7.0,0.2354290080649916,0.2691731042992164,0.007073114186329166,0.0
29432,1,0,3,78.0,924.0,2,0.0,0.14763871983201074,0.29431155754205235,-0.19332183935933056,0.0
29433,1,0,4,65.0,601.0,2,-7.0,0.19962458807901687,0.3069361172653109,0.8263032780038535,0.0
29434,1,0,6,76.0,466.0,2,7.0,0.1318658539721833,0.21927361943829407,-0.25253455503322103,1.0
29435,1,0,7,46.0,275.0,2,7.0,0.26591527150458083,0.2696073681674904,1.6588958665663585,0.0
29437,0,0,3,75.0,115.0,2,-7.0,0.10392001941535137,0.11760227915156606,0.5938770924095751,1.0
29439,1,0,10,69.0,1453.0,2,10.0,0.20766970039214447,0.2672391514991765,-0.27688327466653084,1.0
29440,0,0,3,43.0,1331.0,2,10.0,0.3544084594243663,0.4065736934272326,2.6669741298845246,1.0
29441,0,0,2,24.0,1203.0,2,10.0,0.4521731016021746,0.426991992893798,3.7340778811525563,0.0
29444,0,0,3,3.0,723.0,2,-9.0,0.3801300821584559,0.566507245501088,4.911453747437368,0.0
29447,0,0,2,76.0,198.0,2,-6.0,0.08686866506511047,0.1885382691208628,0.265712132003197,1.0
29448,1,1,18,68.0,121.0,2,-6.0,0.10994998936596284,0.12593420320530493,-0.06684005890807597,0.0
29449,1,0,4,4.0,1562.0,2,0.0,0.4434301229277544,0.5104954572249415,4.687601850156566,0.0
29450,1,0,6,51.0,1493.0,2,-3.0,0.31933437753927235,0.35050481720170845,1.6702526175909498,1.0
29451,1,0,7,15.0,1391.0,2,-3.0,0.5571506884315438,0.3389865221053885,3.5100623700226765,0.0
29452,1,0,7,76.0,1289.0,2,0.0,0.16584797434056794,0.2598573391871123,-0.6747440403495877,0.0
29453,0,0,8,71.0,1142.0,1,-7.0,0.1938953380669388,0.2736243056193713,-0.2341202906307933,1.0
29454,1,0,7,77.0,909.0,2,4.0,0.15687417463850314,0.2523097465852419,-0.62945505798413,0.0
29455,1,0,1,71.0,783.0,2,-3.0,0.16535618014780726,0.38473191973417614,1.1971180995180493,0.0
29456,1,0,16,76.0,719.0,1,3.0,0.15819593080560607,0.20730109120772555,-0.9157439452600412,0.0
29457,1,0,6,78.0,620.0,1,-3.0,0.13767464010182562,0.2351010760062158,-0.4879130515770307,1.0
29460,1,0,7,50.0,286.0,1,-3.0,0.2424776359195461,0.26144642566504195,1.4215957967636712,0.0
29461,0,0,2,78.0,196.0,2,3.0,0.08048851344569842,0.18018689187025044,0.16132058302883778,1.0
29462,1,0,10,56.0,29.0,2,3.0,0.1725914130344957,0.10990776401459153,0.9088005400194056,1.0
29463,1,0,10,44.0,11.0,2,3.0,0.2423125298072058,0.12824313804853285,1.3284355892965467,1.0
29465,1,0,6,76.0,1157.0,2,-3.0,0.16467366026725522,0.2685556551317978,-0.5332572492051617,1.0
29466,1,0,10,65.0,1111.0,2,-3.0,0.2322220257348533,0.28363026008111986,0.20799804337339006,1.0
29468,1,0,1,66.0,724.0,2,-4.0,0.1857294028317716,0.40065283313558814,1.6135802181124537,1.0
29469,1,0,8,34.0,507.0,1,4.0,0.4049369743840537,0.3283276231196905,2.611122280313589,0.0
29470,1,0,8,50.0,335.0,1,-7.0,0.25718346161784034,0.268344481769061,1.4300145173799417,1.0
29471,0,0,5,5.0,265.0,2,-7.0,0.4448821295845415,0.4443884587690137,4.269188211289023,1.0
29472,1,0,5,50.0,39.0,2,0.0,0.2072881567554372,0.14161107964213349,1.2862996168480243,1.0
29473,1,0,4,24.0,1675.0,2,0.0,0.48263298291747,0.3819821542855456,3.411275596258362,1.0
29475,0,0,8,52.0,1429.0,2,0.0,0.31816811386046245,0.3320215871982,1.4378146847136797,1.0
29476,1,0,6,64.0,1130.0,2,0.0,0.2332741145409287,0.3162538107516179,0.6118101890178158,0.0
29477,0,0,2,42.0,724.0,2,-7.0,0.3336068152299964,0.4217542980934304,2.925093575170852,1.0
29479,0,0,6,21.0,475.0,2,-7.0,0.4792668182883572,0.3404381480965026,3.262282353069634,0.0
29481,1,0,15,46.0,115.0,2,-4.0,0.2900686062583174,0.14349288803513174,1.4712619599468373,0.0
29482,0,0,8,52.0,1570.0,2,-11.0,0.3178054960663541,0.33033004914404945,1.4025768321878522,1.0
29483,1,0,5,28.0,1491.0,2,-11.0,0.4665730111200673,0.3746446752377163,3.192484967000448,0.0
29485,1,0,14,86.0,1173.0,2,17.0,0.11890029845884845,0.18528764501088035,-1.9307037034462655,0.0
29486,0,0,5,51.0,951.0,2,-17.0,0.31088978933478434,0.36168676071639216,1.8702127404252515,0.0
29487,1,0,11,79.0,784.0,1,11.0,0.14465079894533026,0.21647777000955665,-1.0061030340899166,1.0
29488,1,0,9,16.0,682.0,2,11.0,0.5463221494264239,0.3245807295011779,3.388944213034818,0.0
29489,1,0,11,81.0,589.0,2,-14.0,0.12405483625358805,0.19253846555921084,-1.021759753574609,0.0
29490,1,0,3,73.0,371.0,2,-21.0,0.12796183386875698,0.2398136186191184,0.3189077808297762,1.0
29492,1,0,15,73.0,1668.0,1,0.0,0.1845916494049681,0.2282876754401804,-0.9700551089028372,1.0
29493,1,0,1,40.0,1556.0,2,0.0,0.33753447336251763,0.4758483762696342,3.3637013020859743,0.0
29494,0,0,4,91.0,1467.0,2,0.0,0.09747289069378856,0.21862796598714127,-1.7493411819256326,0.0
29495,0,0,1,2.0,1270.0,2,0.0,0.5318770189839058,0.42006395972091104,4.296171020121276,0.0
29496,1,0,8,31.0,1006.0,2,-3.0,0.459928991294945,0.35105113620998635,2.9084018304979646,1.0
29497,1,0,4,5.0,859.0,2,-3.0,0.5794302842758822,0.3498066407492605,3.871639516207465,1.0
29498,1,0,22,32.0,379.0,2,-11.0,0.42203420907627065,0.2623606295780257,2.207502918755887,0.0
29499,1,0,12,41.0,178.0,2,8.0,0.2785101115902061,0.2308313046868882,1.587604777237536,0.0
29501,1,0,2,72.0,1464.0,2,15.0,0.1772070377938922,0.34889129035877736,0.4871778321265277,0.0
29502,0,0,3,48.0,1290.0,1,-15.0,0.3227950376598562,0.4005292672382089,2.3376316356087465,0.0
29503,1,0,10,29.0,888.0,2,-22.0,0.4774869198023775,0.3363744541529714,2.9098006974136346,0.0
29506,0,0,17,72.0,12.0,1,-26.0,0.09450419144223472,0.06804609337418452,0.2954222026631105,0.0
29507,0,0,3,76.0,1727.0,2,0.0,0.15964999337550936,0.30167198771863946,-0.2619757757000301,0.0
29508,1,0,2,55.0,1337.0,2,0.0,0.2708259329596103,0.4114425879531428,2.0385669585759936,1.0
29510,0,0,7,65.0,1154.0,2,-7.0,0.2289951138376117,0.3038393809956291,0.4155185853289583,0.0
29511,1,0,3,60.0,1035.0,2,7.0,0.2464463304106092,0.37078033010131023,1.4272568832605423,0.0
29512,1,0,7,84.0,983.0,2,-7.0,0.12512025987003975,0.2237719400009185,-1.2870235383336852,1.0
29514,1,0,14,57.0,326.0,2,0.0,0.21641883651918145,0.220595054805482,0.7073909725039291,0.0
29516,1,0,3,47.0,24.0,2,7.0,0.21342662836596227,0.15706463310519372,1.4574090277290377,1.0
29517,1,0,10,80.0,1791.0,2,-7.0,0.1445427426056034,0.21839846996011586,-1.422691225893662,0.0
29519,0,0,9,88.0,1609.0,2,-7.0,0.10926967964921193,0.1925179070449234,-2.0061736576694678,0.0
29520,1,0,13,61.0,1514.0,2,7.0,0.2620239136340168,0.27961731056153816,0.3160020511719284,0.0
29522,1,0,7,77.0,1361.0,1,4.0,0.16056770188368166,0.25498663804099986,-0.7932208195286794,0.0
29524,1,0,8,78.0,1223.0,2,1.0,0.15593662814785386,0.24465005722041505,-0.9229127480550988,0.0
29526,1,0,5,26.0,680.0,1,-6.0,0.4615835812963927,0.3676478817165636,3.267499595760878,0.0
29527,1,1,17,57.0,329.0,1,-16.0,0.21912866636488068,0.2133524639468429,0.6284353379306247,1.0
29528,0,0,4,74.0,269.0,2,9.0,0.1090221026105706,0.1944615054279437,0.11743483697756707,0.0
29530,1,0,23,76.0,1674.0,2,0.0,0.16830626331108392,0.19710835148240125,-1.4917975557893697,0.0
29531,1,0,4,28.0,1571.0,2,0.0,0.4583530171259839,0.3870383392191309,3.273793249232236,0.0
29532,0,0,7,62.0,1497.0,2,-3.0,0.2483967070493101,0.3116230510484567,0.6023135428014121,0.0
29533,1,0,8,15.0,1146.0,2,3.0,0.5609799459067036,0.33303380870505506,3.4843169343916207,0.0
29534,1,0,6,40.0,1009.0,2,-6.0,0.3906737204599121,0.3667078870417951,2.541180365453229,1.0
29535,1,0,1,71.0,816.0,2,-6.0,0.1667206838125467,0.3875466778754236,1.198313390124291,0.0
29537,1,0,3,65.0,298.0,2,6.0,0.1510463240772364,0.2506580587395529,0.8183178901695479,0.0
29538,1,0,10,80.0,65.0,2,-1.0,0.07904581881052357,0.07287690791349652,0.1871590708122172,0.0
29539,1,0,1,47.0,24.0,2,1.0,0.19937789726308547,0.19007029303980202,1.680675446129796,1.0
