,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,down,score_differential,fg_prob,td_prob,ep,third_down_converted
968,1,0,7,18.0,pass,968.0,3.0,-11.0,0.5355093493255283,0.34537309755500345,3.4535672454771387,0.0
969,1,0,20,72.0,pass,694.0,3.0,0.0,0.17982560109517692,0.2103172093888928,-0.6799571165238207,0.0
970,1,0,3,73.0,pass,1733.0,3.0,-12.0,0.17477241926727466,0.3152266592308821,0.027670760433176067,1.0
971,0,0,1,1.0,pass,288.0,3.0,-9.0,0.1903192533841651,0.7231835504865076,5.4677925529745055,0.0
972,1,0,3,23.0,pass,584.0,3.0,3.0,0.4526298604956251,0.38924386477657935,3.5189914120161063,0.0
973,1,0,1,75.0,pass,1015.0,3.0,-27.0,0.15395096917886014,0.3785665050763743,0.8130183235235939,0.0
974,1,0,8,56.0,pass,1118.0,3.0,4.0,0.28936291537487835,0.32404837794775704,1.1641880694292508,0.0
975,1,0,1,11.0,pass,20.0,3.0,-3.0,0.4596422240961006,0.25118482042389545,3.037445112632766,0.0
976,1,0,2,45.0,pass,858.0,3.0,7.0,0.3224463579874037,0.4253900699747076,2.7823311395763013,0.0
977,1,0,6,74.0,pass,320.0,3.0,-35.0,0.1196487075488522,0.19369466274127345,-0.0593378900844701,1.0
978,1,0,4,91.0,pass,1155.0,3.0,-7.0,0.09751824232660704,0.22065831928953508,-1.6345693307227445,1.0
979,1,0,6,73.0,pass,1562.0,3.0,6.0,0.18053701821985169,0.2778975360363146,-0.3765281901278308,1.0
980,1,0,5,58.0,pass,584.0,3.0,4.0,0.2421136507351875,0.3171244814868481,1.2645640180436346,0.0
981,1,1,10,26.0,pass,25.0,3.0,-3.0,0.3983373186951392,0.15954450980922208,2.1081387191049283,0.0
982,1,0,4,47.0,pass,628.0,3.0,16.0,0.31304672403975914,0.36413034431568,2.220489269211078,0.0
983,0,0,2,63.0,pass,1551.0,3.0,4.0,0.2248943931397669,0.3843231181011226,1.3041085716840286,1.0
984,1,0,16,59.0,pass,624.0,3.0,-6.0,0.255272604868081,0.25788690500322137,0.5705215923441018,0.0
985,1,1,6,6.0,pass,396.0,3.0,6.0,0.4911277514794602,0.42366186485385016,4.254081913238017,0.0
986,1,0,11,11.0,pass,745.0,3.0,10.0,0.6105605520969821,0.33274416798831946,3.95188805103732,0.0
987,1,1,12,75.0,pass,1087.0,3.0,13.0,0.17290701179361725,0.2362885731473909,-0.8379871682704318,0.0
988,1,0,10,24.0,pass,827.0,3.0,-4.0,0.5079845844303366,0.33180755248616456,3.117704286710139,1.0
989,1,0,3,91.0,pass,443.0,3.0,4.0,0.07334274151360745,0.1811869946690604,-0.9146786739200874,0.0
990,1,0,4,43.0,pass,928.0,3.0,-3.0,0.3571253707466129,0.3872090664478086,2.5556556139690056,1.0
991,1,0,13,15.0,pass,662.0,3.0,28.0,0.5652361502763821,0.3033955958785895,3.294597819794869,0.0
992,1,0,6,71.0,pass,1756.0,3.0,0.0,0.1907302378849493,0.2830993441923631,-0.2429713472572929,0.0
993,1,0,10,34.0,pass,68.0,3.0,-7.0,0.3555184865152412,0.1609464959065039,1.9242367297441108,0.0
994,0,0,13,24.0,pass,1212.0,3.0,-3.0,0.5253392657959362,0.31909976463063583,3.0160310786851428,0.0
995,1,0,8,77.0,pass,1105.0,3.0,-4.0,0.16052515694362188,0.2488100853641076,-0.7874060926902919,1.0
996,1,0,9,91.0,pass,793.0,3.0,-6.0,0.09368911367910404,0.1769190731990536,-1.8641438509450687,1.0
997,1,0,4,21.0,pass,1289.0,3.0,0.0,0.4990529330599095,0.3811946569113768,3.5525422146949883,1.0
998,1,0,19,52.0,pass,115.0,3.0,-7.0,0.2468683641369777,0.12673418668899153,1.1622299010259611,0.0
999,1,0,5,33.0,pass,1567.0,3.0,0.0,0.4349140237286436,0.3764834233613378,2.9485662993022315,0.0
1000,1,0,3,84.0,pass,1399.0,3.0,7.0,0.12426409874809388,0.26818455522382273,-0.9200551106344386,1.0
1001,0,0,2,29.0,pass,267.0,3.0,14.0,0.34815463734821983,0.3646667015256765,3.0480799396666294,0.0
1002,1,1,4,52.0,pass,1561.0,3.0,0.0,0.3041243674714886,0.37227945439116056,1.8084722465149925,0.0
1003,1,0,4,16.0,pass,1591.0,3.0,0.0,0.5285946492170095,0.3705624254603411,3.655138621307666,0.0
1004,1,0,6,50.0,pass,354.0,3.0,7.0,0.2571138068099602,0.2869312226166233,1.5786435995914545,1.0
1005,1,0,6,62.0,pass,1592.0,3.0,0.0,0.2461298877443942,0.3193445812627983,0.6713657402335669,0.0
1006,1,0,7,37.0,pass,437.0,3.0,0.0,0.3679785724838657,0.32314931750945425,2.4321780598097242,0.0
1007,1,0,14,15.0,pass,1020.0,3.0,-13.0,0.5813723145035505,0.3035823037956692,3.3084317653935846,0.0
1008,1,0,3,79.0,pass,526.0,3.0,10.0,0.12186248748683573,0.24949095129880045,-0.13905934379742235,0.0
1009,1,0,3,53.0,pass,1237.0,3.0,-21.0,0.2912761509775549,0.3910490019801975,1.9719897419060728,0.0
1010,0,0,9,15.0,pass,1514.0,3.0,24.0,0.5677150391092539,0.3244316555267364,3.4152223587393045,0.0
1011,1,0,10,19.0,pass,11.0,3.0,-2.0,0.4514582177591153,0.16233786434615738,2.32654536808876,0.0
1012,1,0,12,66.0,pass,207.0,3.0,3.0,0.13655134390491847,0.1664375610728126,0.15612476159184618,0.0
1013,1,0,10,59.0,pass,746.0,3.0,-3.0,0.2599229314086601,0.2923267320521464,0.8222454868108782,1.0
