,shotgun,no_huddle,ydstogo,yardline_100,half_seconds_remaining,run_location,score_differential,fg_prob,td_prob,ep,third_down_converted
17813,1,0,9,12.0,532.0,2,14.0,0.5582561358661073,0.31310026591758744,3.432986051855351,1.0
17815,0,0,4,37.0,222.0,1,14.0,0.3002063154780675,0.3026121528758602,2.296429408097088,1.0
17818,0,0,1,63.0,1602.0,3,0.0,0.2134301542373902,0.4288166542104032,1.7558630592398747,1.0
17821,0,0,2,15.0,1028.0,2,-13.0,0.4989272251563402,0.4119670792649769,3.950892523181412,1.0
17823,1,0,3,61.0,668.0,2,-10.0,0.2246398767916974,0.3468007944735744,1.3381522128648375,1.0
17832,1,1,1,45.0,837.0,1,3.0,0.30115432187816443,0.4680548836529713,3.1394354159199427,1.0
17847,1,0,10,37.0,69.0,1,4.0,0.3307664889516018,0.15684523915252618,1.8007966801729642,0.0
17850,1,0,10,80.0,1518.0,3,-10.0,0.14602385540534682,0.22233770181437065,-1.3394068340522405,1.0
17854,1,0,2,17.0,286.0,2,14.0,0.4299088450992093,0.3738498834332635,3.5262440868230582,1.0
17856,1,0,4,63.0,1620.0,1,0.0,0.23459645733153456,0.339840373178889,0.8284325816686269,0.0
17858,0,0,1,27.0,1329.0,3,0.0,0.4071916543281426,0.4725394768231771,3.911198032050845,0.0
17863,0,0,2,3.0,400.0,1,0.0,0.5306017726578266,0.37042232277214987,3.9436888658344618,1.0
17868,1,0,14,92.0,759.0,1,17.0,0.08943433844581182,0.15470781263717448,-2.117970023479251,0.0
17872,0,0,6,81.0,100.0,3,10.0,0.0821552341938217,0.08667608769145277,0.25731454270008963,0.0
17874,1,0,1,71.0,1733.0,3,0.0,0.1737633478771536,0.3936290746826575,0.9900648210779988,1.0
17876,1,0,1,77.0,1463.0,2,0.0,0.14739202784853092,0.3691371622320128,0.4990548474618559,1.0
17888,1,0,1,37.0,748.0,2,16.0,0.34112467704978405,0.4696717722253456,3.516438750355709,1.0
17891,1,0,10,47.0,135.0,3,-23.0,0.2196495799757572,0.20876116924197896,1.2236935395875554,0.0
17892,1,0,4,27.0,84.0,2,16.0,0.4043508497720713,0.2037676418443048,2.432201932406312,1.0
17896,1,0,7,7.0,696.0,1,7.0,0.5362517624229933,0.4074431188119463,4.26248019183738,1.0
17899,0,0,1,22.0,174.0,1,10.0,0.3460051080352041,0.3839409087698225,3.3551789791522584,1.0
17902,1,0,20,80.0,1707.0,3,14.0,0.1461822313129384,0.1880412612438188,-1.7844845523287216,0.0
17923,1,1,1,19.0,127.0,1,-7.0,0.3513514415773705,0.3726964258711915,3.3389474852560013,1.0
17929,0,0,1,69.0,794.0,2,19.0,0.17504249100867209,0.3947465798347064,1.371689183340386,1.0
17933,1,0,8,22.0,184.0,3,19.0,0.4137474816439667,0.28121045494768704,2.7088375327424004,0.0
17935,1,0,9,56.0,1626.0,3,0.0,0.2915855514218823,0.31309349646771395,0.9678239706051959,0.0
17946,0,0,1,51.0,421.0,1,8.0,0.2306353583598761,0.3979261131162307,2.453663292697434,1.0
17955,0,1,1,65.0,302.0,2,4.0,0.1413094424836332,0.3037394816488224,1.331379411287253,0.0
17956,1,0,15,65.0,10.0,2,-7.0,0.12164841332835424,0.08096358568398952,0.5097718198953919,0.0
17959,1,1,1,59.0,1163.0,2,-7.0,0.23312077505116285,0.44576336095761865,2.1890306983288594,0.0
17964,0,1,1,71.0,200.0,2,-3.0,0.09982543991264127,0.2361038967932422,0.8129014531723441,1.0
17970,1,0,18,18.0,505.0,1,0.0,0.6521391957706657,0.2598954442823552,3.5489762033836376,0.0
17988,1,1,3,4.0,1191.0,3,-13.0,0.5759307132737024,0.3629617378645984,3.9656162204767003,1.0
17997,1,0,1,71.0,1733.0,3,0.0,0.1737633478771536,0.3936290746826575,0.9900648210779988,1.0
18000,1,0,1,65.0,1056.0,1,-4.0,0.20136473423631449,0.4237402913274485,1.7076141501887208,0.0
18007,1,0,2,19.0,300.0,3,12.0,0.4202418767995028,0.3767711140959342,3.4879738399610067,1.0
18026,1,0,6,45.0,1164.0,3,3.0,0.3592181303218999,0.3626948874222505,2.194317736507039,1.0
18035,1,0,3,22.0,1400.0,2,0.0,0.4818776449815197,0.3987766955299453,3.6199306304428496,1.0
18041,1,0,9,77.0,749.0,2,3.0,0.1522940772877994,0.2319032580114238,-0.7023015065057505,0.0
18043,1,0,6,88.0,335.0,1,3.0,0.07306598649390122,0.1468050371355949,-0.8882731015382688,1.0
18045,1,0,8,67.0,1461.0,1,0.0,0.21821878195078626,0.28689591310705875,0.052222910566049004,0.0
18046,1,1,8,78.0,1339.0,1,0.0,0.15598614117134332,0.2439302731640477,-0.9625121125030875,0.0
18049,0,0,1,46.0,489.0,2,0.0,0.2681050294744735,0.4273457278617133,2.8547320121173545,1.0
18050,1,0,2,14.0,299.0,2,0.0,0.4513048950427073,0.3745323503901609,3.6297680936799233,1.0
18056,1,1,7,69.0,752.0,2,6.0,0.19409709220762292,0.27708064442855473,0.14684733298701547,1.0
18060,1,0,2,27.0,197.0,1,9.0,0.3419968489400866,0.3479949439315739,2.9754436132866777,1.0
18061,0,0,10,24.0,120.0,2,9.0,0.3803537761521429,0.2534328183579243,2.4043012941298847,0.0
18062,0,0,1,55.0,1730.0,1,0.0,0.25523974860329884,0.4515294920242949,2.374349697333085,1.0
18065,0,0,2,11.0,938.0,3,-7.0,0.5181716855841535,0.40321976150993855,4.012374541645437,1.0
18069,1,0,8,38.0,264.0,2,0.0,0.32133237996938474,0.2790620929507374,2.068756002249391,1.0
18072,1,0,5,75.0,950.0,3,-4.0,0.16617220241080058,0.2801808886339198,-0.2527535605270081,1.0
18076,0,0,10,37.0,100.0,1,4.0,0.3490503213107375,0.16537089097858276,1.898495915589257,0.0
18085,0,0,3,79.0,12.0,2,9.0,0.06659742094957702,0.08040619816663527,0.3446666927402442,1.0
18088,1,0,2,29.0,1264.0,1,-9.0,0.4243537968023192,0.4321842067148995,3.5637837839378115,1.0
18092,0,0,13,23.0,544.0,3,6.0,0.5023814485260543,0.3061743400643393,2.9710989779571504,0.0
18100,1,0,1,37.0,691.0,1,-3.0,0.3378123001913619,0.46585773231615707,3.4916903922008777,0.0
18123,1,0,7,7.0,162.0,1,9.0,0.4807983299833782,0.3708399979583424,3.868970648486335,1.0
18134,1,0,8,85.0,469.0,1,33.0,0.09692433829125482,0.17307862006355498,-1.0202623286365136,0.0
18135,1,0,8,81.0,277.0,2,33.0,0.08800991236409454,0.14853589122829094,-0.5504780073229614,0.0
18137,1,0,3,44.0,1637.0,1,0.0,0.3482889862532868,0.4022998983332526,2.542655478373853,1.0
18138,0,0,1,29.0,1517.0,2,0.0,0.3973541528904682,0.4730947676052818,3.8276090957533633,1.0
18142,0,0,1,50.0,910.0,3,-10.0,0.276436439424434,0.4632144801105335,2.848117065136419,0.0
18144,0,0,1,33.0,483.0,2,7.0,0.3410261740344417,0.4446827854985873,3.4968436042793365,1.0
18146,1,0,24,38.0,188.0,2,7.0,0.3162881659349205,0.21249590761537127,1.5514530411413656,0.0
18149,1,0,6,33.0,1588.0,2,-14.0,0.4410145331680137,0.3654971704817908,2.8631761359617127,1.0
18151,1,0,10,80.0,1141.0,2,-7.0,0.14628266123415454,0.2251070064388617,-1.2098895496756985,0.0
18152,1,0,4,43.0,900.0,3,-7.0,0.3562066046778651,0.38651729824275616,2.554405753747684,1.0
18153,1,0,3,26.0,759.0,3,-7.0,0.4467641843382554,0.4004618802387121,3.4898877685814558,1.0
18173,0,0,2,4.0,218.0,1,19.0,0.4960410955518133,0.35349587698741497,3.7300411920646237,0.0
18176,1,1,1,87.0,1183.0,1,0.0,0.10773728224254656,0.3174269018062047,-0.3736795932717243,1.0
18184,1,0,7,62.0,1569.0,3,-24.0,0.2481167974706007,0.31064193564995346,0.5815615872129107,1.0
18190,1,0,6,46.0,411.0,1,28.0,0.29635421211571195,0.3103916482182529,1.9141259808352231,1.0
18193,1,0,17,96.0,1595.0,2,0.0,0.07988998613764837,0.13717530216651624,-2.9139012374766486,0.0
18194,0,0,3,27.0,1438.0,1,0.0,0.4529711682659924,0.4045483172604483,3.449607111887344,0.0
18195,1,0,7,61.0,1203.0,1,-9.0,0.25479432037274097,0.3173597610889627,0.7755731320609194,1.0
18200,0,0,1,29.0,133.0,2,-15.0,0.2902111263476501,0.3592498768103598,2.9514333161581434,1.0
18206,0,0,1,40.0,817.0,3,5.0,0.3278109775411833,0.4718504456733376,3.3981824292872838,1.0
18207,0,0,2,2.0,637.0,2,5.0,0.3051738582640216,0.6385218421138671,5.196400444499114,1.0
18210,0,0,3,85.0,120.0,1,12.0,0.05346495187769943,0.12147883335086065,-0.2606062059769797,0.0
18223,1,0,18,37.0,16.0,2,13.0,0.30801640928202484,0.12735921893283025,1.5382865989522472,0.0
18225,1,0,8,16.0,908.0,1,22.0,0.5511611224330478,0.33453542421989163,3.4609301133920662,1.0
18226,0,0,7,7.0,818.0,1,22.0,0.5398778140667769,0.4087925026807749,4.2791975785634415,1.0
18228,0,0,4,12.0,622.0,1,29.0,0.5320836677131505,0.36033177144932144,3.721217471278215,0.0
18229,1,1,20,34.0,360.0,3,-32.0,0.3993342015159603,0.2619992731700327,2.1060142303154303,0.0
18233,1,0,5,33.0,769.0,3,7.0,0.4223640955730351,0.3739218356967927,2.9909171982911973,1.0
18237,1,0,20,90.0,1432.0,2,4.0,0.10198196585554946,0.15430670172844085,-2.517998990099997,0.0
18239,0,0,2,47.0,920.0,1,4.0,0.3126504362811905,0.4246780007989472,2.6619287911627367,0.0
18251,0,0,3,18.0,1255.0,3,0.0,0.503508367060969,0.3932915283747671,3.7392001210151617,1.0
18253,1,0,2,62.0,1090.0,1,7.0,0.22901302569281184,0.3903886171103073,1.5040747100833844,1.0
18254,0,0,1,50.0,981.0,3,7.0,0.2782755894827767,0.4653656710820554,2.85237918869013,1.0
18258,1,0,13,13.0,74.0,3,6.0,0.6214615476240121,0.17895578802625706,3.0445809476174874,0.0
18264,1,0,9,65.0,99.0,3,5.0,0.15053386648011846,0.11271881657998985,0.7293766664721651,0.0
18270,0,0,2,72.0,1328.0,2,-3.0,0.17727869861845666,0.35037056021435725,0.528032111136163,1.0
18271,1,0,8,67.0,1218.0,1,-3.0,0.21827408883799893,0.28893744345278505,0.12455685421009124,0.0
18275,0,0,1,25.0,607.0,3,-3.0,0.3983027337127122,0.4573479312316656,3.8831417317690717,1.0
18278,1,0,14,28.0,150.0,3,0.0,0.36926767394929777,0.24159043073686584,2.1835847653116307,0.0
18289,1,0,11,46.0,207.0,2,7.0,0.25213199608434683,0.2302508950678724,1.375278244950783,1.0
18290,0,0,1,63.0,981.0,3,-4.0,0.2100250400031341,0.42941323675850185,1.8841401041802703,1.0
18302,0,0,1,14.0,421.0,3,0.0,0.4409508109404663,0.4293780284569481,4.000277507510907,1.0
18304,0,0,2,17.0,91.0,3,0.0,0.46993223749952,0.238839060160962,2.9389261907253985,1.0
18309,1,0,1,66.0,828.0,3,-7.0,0.1907158193876074,0.410207329885464,1.6310590202091921,0.0
18314,1,0,1,74.0,1727.0,3,-10.0,0.15995504905181254,0.3796146687773743,0.7056081028152354,1.0
18317,1,0,9,50.0,1054.0,3,0.0,0.3322779012169234,0.3304561065042745,1.6126718808344305,1.0
18318,1,0,3,50.0,148.0,1,-4.0,0.1907190621703453,0.2520490018145221,1.4974214522461615,1.0
18325,1,1,5,37.0,454.0,1,1.0,0.3620092081148248,0.3439692693125423,2.591754313522156,1.0
18327,1,0,2,60.0,120.0,1,-8.0,0.12979059747430732,0.22044736058181047,1.0317083165505525,1.0
18328,1,0,2,2.0,15.0,1,-8.0,0.35598223398775897,0.4405790549448442,4.077101726821032,1.0
18329,1,1,1,60.0,1496.0,1,1.0,0.2290273441786224,0.4406114511236531,2.037223484783434,1.0
18332,1,1,1,23.0,618.0,2,0.0,0.4100419572278335,0.4563508166698925,3.9443890510690474,1.0
18341,0,0,1,21.0,1040.0,1,14.0,0.4357791689104881,0.4646776366261545,4.078084711798351,1.0
18352,1,0,10,23.0,663.0,3,-18.0,0.5049562029694102,0.32627158294667225,3.1189207299087798,0.0
18356,0,0,6,26.0,120.0,1,11.0,0.35243169392607265,0.2731775701614878,2.4636323605180785,1.0
18366,1,0,2,55.0,1216.0,1,9.0,0.2702816094634934,0.4120160036099196,2.062792035265358,1.0
18367,0,0,1,60.0,1020.0,2,-9.0,0.2260665626286988,0.4407795029404736,2.126127909040333,0.0
18371,0,0,1,41.0,433.0,2,2.0,0.2881359655988989,0.4257797323492562,3.0543793732383,1.0
18393,0,0,10,44.0,95.0,1,8.0,0.2888353710808945,0.1525043315925037,1.578349046319515,0.0
18409,0,0,3,49.0,182.0,3,16.0,0.2065548193837521,0.2685322799657631,1.6306884657974183,0.0
18417,0,0,1,71.0,781.0,1,-10.0,0.16526779511384276,0.3845479150186146,1.1969993494080948,1.0
18420,1,0,3,3.0,341.0,2,7.0,0.3633118834924254,0.5472941297994003,4.741606621381524,1.0
18422,1,0,19,85.0,108.0,2,14.0,0.0752070808082128,0.06431948109021965,-0.03307057057470158,0.0
18431,1,0,5,44.0,308.0,2,14.0,0.282206597892928,0.3000205188482711,1.9743859777186656,1.0
18436,1,0,8,67.0,670.0,3,11.0,0.20135862050775724,0.2706875682146225,0.2611592217098613,1.0
18437,1,0,14,49.0,546.0,2,11.0,0.3149006730376885,0.28188504212363985,1.4174543294005701,0.0
18444,0,0,3,49.0,1611.0,2,5.0,0.3166816471712398,0.39547769203652,2.196619389035885,0.0
18451,0,0,1,22.0,382.0,2,14.0,0.3902043628597777,0.4304594873458326,3.757899708202967,1.0
18459,0,0,1,54.0,1114.0,3,-4.0,0.259000192039007,0.4590405450649447,2.5732102616882666,1.0
18474,1,0,2,16.0,625.0,1,-3.0,0.479391813838173,0.4065881678654665,3.867063364712126,0.0
18477,0,0,7,57.0,90.0,3,7.0,0.1902482470550152,0.13359580734254908,1.0745287129994896,1.0
18478,1,1,1,67.0,1731.0,2,0.0,0.1930346261297028,0.4110850587998932,1.3627406168811709,1.0
18484,1,1,2,16.0,837.0,3,-3.0,0.4893190203002766,0.41253958348102776,3.921327178646914,1.0
18487,0,0,1,22.0,348.0,2,7.0,0.3846674951402019,0.4247575677912741,3.70875005029952,1.0
18492,1,0,1,71.0,1391.0,2,-28.0,0.17441389731329066,0.3989231562064421,1.0923919671009952,1.0
18493,1,1,2,33.0,1297.0,3,-28.0,0.401403534420811,0.4344859121482668,3.400244968872012,1.0
18494,1,0,3,42.0,1041.0,1,21.0,0.3578462256898727,0.4075314537269738,2.7629498166804947,1.0
18505,0,0,1,1.0,1226.0,2,0.0,0.20315147379372114,0.751836894870231,5.679409585177585,1.0
18510,1,0,1,36.0,551.0,2,4.0,0.3318039159886323,0.4523305146141501,3.4386016059697164,1.0
18523,1,0,5,47.0,957.0,3,30.0,0.33757592057055924,0.3691197946001704,2.1683681727470803,0.0
18533,0,0,1,80.0,1144.0,3,3.0,0.1342052930546103,0.3552419545286888,0.3070359279756327,0.0
18536,1,0,3,56.0,645.0,2,4.0,0.25212191274099505,0.3605069817772937,1.728251487150494,1.0
18544,0,0,1,57.0,1270.0,1,3.0,0.2443357702021701,0.4516213300961026,2.3268343756371888,1.0
18549,1,0,2,20.0,386.0,1,-3.0,0.4300293956977709,0.390606759377492,3.580302075136612,1.0
18557,0,0,1,61.0,599.0,2,0.0,0.20099596070461026,0.4027459284537205,1.9529837381890864,1.0
18558,0,0,9,30.0,340.0,2,0.0,0.4040708728894897,0.3009608432310375,2.5833581200994007,0.0
18561,1,0,3,61.0,1390.0,2,-3.0,0.24295975690842744,0.3675402378108166,1.2617770051136268,0.0
18562,0,0,1,24.0,1140.0,1,-3.0,0.4214487025820082,0.4694083041585789,4.006347362650905,1.0
18573,1,0,2,3.0,1537.0,2,3.0,0.5634207137578984,0.3809494663417516,4.072081784445108,1.0
18578,1,0,3,26.0,900.0,2,-16.0,0.4522829181804574,0.40380345304252535,3.5129732752052627,1.0
18582,0,0,5,75.0,113.0,2,6.0,0.1059616888258606,0.10632205224004504,0.4944183994329141,0.0
18589,1,0,1,71.0,900.0,1,-4.0,0.16948296050051054,0.3930376145002369,1.1956197320450903,1.0
18590,1,0,4,62.0,596.0,2,-3.0,0.21623741710308386,0.31745574156918155,1.0711669493750475,1.0
18596,1,0,9,38.0,1241.0,3,10.0,0.41903612567427184,0.3443561229353669,2.4465355361495376,0.0
18599,1,0,2,16.0,163.0,1,13.0,0.4052398622569184,0.3481944316137852,3.315306606507791,0.0
18606,1,0,1,22.0,477.0,2,-13.0,0.4028300471373083,0.4432014176912872,3.8672711022782233,1.0
18608,0,0,1,30.0,1618.0,1,-10.0,0.3922466303174954,0.4729439253851031,3.780283999979268,1.0
18610,1,0,10,75.0,1279.0,3,-3.0,0.17293353590075095,0.2453679595642387,-0.7962642569071154,0.0
18618,1,0,20,35.0,1516.0,1,0.0,0.4629320442439046,0.29858569194890217,2.223421387003113,0.0
18622,1,0,16,86.0,596.0,2,6.0,0.10446247714532073,0.16032898133098258,-1.5725891820265787,0.0
18623,0,0,1,56.0,462.0,2,-6.0,0.21052040184845064,0.39195926061411535,2.1814794496197707,1.0
18638,0,0,1,66.0,1433.0,2,-3.0,0.1985180653158892,0.4197819524483825,1.5381547089665648,1.0
18649,1,0,7,91.0,1618.0,3,17.0,0.09746018054576573,0.1907854795419452,-2.116369224085336,0.0
18652,0,0,1,5.0,932.0,3,-10.0,0.5138414459736446,0.4291472499689638,4.285926735392908,0.0
18675,1,1,14,34.0,698.0,2,-3.0,0.4427796961141547,0.31297895313486696,2.481484446253156,0.0
18679,1,0,13,32.0,265.0,1,7.0,0.3775004868978278,0.266495691516986,2.2299449995943883,1.0
18681,0,0,1,71.0,1346.0,2,-3.0,0.1743789384065435,0.3993485202450629,1.1049920901568515,0.0
18684,1,0,13,50.0,846.0,2,-4.0,0.33306419613152194,0.3055323850718705,1.432643053592595,1.0
18687,1,0,8,54.0,187.0,1,-4.0,0.19121236601578265,0.2131233797299266,0.9805223724427092,1.0
18691,1,1,4,63.0,871.0,3,6.0,0.2286566891690853,0.3382906942479393,1.0050407757894413,0.0
18696,1,0,1,64.0,124.0,3,-12.0,0.1095884558257168,0.2331072352676134,1.074642234940881,1.0
18699,1,0,2,52.0,1241.0,3,3.0,0.2880974853566768,0.4189757065509846,2.2881741372165068,0.0
18706,0,1,1,39.0,58.0,2,-15.0,0.2674329321327418,0.2250726510966944,2.151489308511694,1.0
18722,1,0,11,51.0,920.0,1,0.0,0.3257038006363536,0.31495948052829376,1.43699819534904,0.0
18730,1,0,11,63.0,739.0,3,0.0,0.23418096745894101,0.27400981244071204,0.4200467566256028,0.0
18732,0,0,1,46.0,120.0,3,-3.0,0.18838976532825386,0.3034176294064722,2.0501875575421007,1.0
18734,0,0,1,59.0,1422.0,1,0.0,0.2342316501783793,0.4446354087566824,2.1367045790987733,0.0
18736,1,0,5,52.0,786.0,2,0.0,0.29749637181076644,0.3531330222194234,1.7879200952374967,1.0
18737,1,0,15,85.0,511.0,1,0.0,0.1019534777251998,0.15681284327538875,-1.3611758153053033,0.0
18740,0,0,25,59.0,4.0,3,-7.0,0.1520191336291316,0.08177168320998326,0.6233871785042836,0.0
18746,0,0,1,54.0,349.0,3,7.0,0.20214403242557785,0.3660665278061779,2.1388785164626447,1.0
18747,1,0,18,25.0,150.0,2,7.0,0.3989964084407983,0.2348825759150636,2.2574373198851734,0.0
18751,0,0,8,20.0,862.0,2,0.0,0.5259816525598894,0.34005816077219314,3.342350581914808,0.0
18755,1,0,20,74.0,51.0,2,4.0,0.0986219113495505,0.07041235889482457,0.2476211244839008,0.0
18762,1,0,17,36.0,306.0,2,13.0,0.3652049888089256,0.2571681521958005,1.9766444427398997,0.0
18764,0,0,12,51.0,130.0,2,16.0,0.19520107583775773,0.1890884035578547,0.9328461696088056,0.0
18766,0,0,1,6.0,1268.0,2,-7.0,0.5129896460141955,0.4310167967058931,4.275329818613109,1.0
18767,0,0,1,26.0,1083.0,1,0.0,0.41020702868231945,0.4719914724151816,3.9546615636238553,1.0
18768,1,0,1,38.0,832.0,1,-3.0,0.3394030771479434,0.4734617243651977,3.4962209831469444,1.0
18769,0,0,10,94.0,769.0,1,3.0,0.08285894259057623,0.15998551579156536,-2.106500622080402,1.0
18776,0,0,29,87.0,908.0,1,-3.0,0.11242105743544832,0.15099132987633862,-2.229250052550035,0.0
18781,1,0,4,4.0,216.0,2,3.0,0.4001043003926876,0.4783962181866977,4.376984884052467,1.0
18783,1,0,4,8.0,173.0,3,10.0,0.4871053771831501,0.31403299060673845,3.3721563184769328,0.0
18786,0,0,1,71.0,1725.0,2,0.0,0.17378993701808892,0.3937779356691354,0.9925389740250032,0.0
18796,0,0,1,61.0,1112.0,2,-10.0,0.22226408429500027,0.4389796323610074,2.0355880793839334,1.0
18800,0,1,2,53.0,230.0,2,-10.0,0.1917539916050392,0.2913816705402955,1.6556951045220187,1.0
18805,0,0,1,90.0,257.0,3,-17.0,0.055814071901235135,0.17679894187662593,-0.19992549680779528,1.0
18812,1,0,6,22.0,385.0,1,17.0,0.457761336272476,0.33106554608284205,3.1355075808459363,0.0
18815,0,1,1,35.0,1430.0,2,0.0,0.3646089493758584,0.4774702024839553,3.6141867468182074,1.0
18821,1,0,16,86.0,778.0,2,-10.0,0.11318731196141835,0.17283251854460313,-1.7657758647606483,0.0
18823,1,1,2,63.0,238.0,1,17.0,0.1441227497859721,0.25556124594200164,1.0525131638233294,1.0
18839,0,0,1,1.0,814.0,3,-14.0,0.2006648862159517,0.7512934295892519,5.677757457923013,0.0
18850,1,0,5,5.0,1138.0,1,13.0,0.4830974662210592,0.4708523028906205,4.5378200903245824,1.0
18855,1,1,1,56.0,216.0,3,-21.0,0.1639506597462757,0.30737318325616914,1.7347583816925036,0.0
18862,1,0,14,71.0,489.0,3,3.0,0.1637805025185146,0.20633383422752904,-0.3082240337039446,0.0
18867,0,0,1,20.0,1233.0,3,4.0,0.4431402773137271,0.4627579329253567,4.093183584037557,1.0
18874,0,0,5,35.0,56.0,2,1.0,0.3269857010344374,0.1770639587463643,1.9709421036243264,1.0
18876,0,0,1,35.0,1114.0,1,0.0,0.362325501648054,0.4787174993755527,3.644968915427937,0.0
18878,0,0,1,13.0,564.0,1,7.0,0.4598054792225004,0.4390986936582525,4.122611841659177,1.0
18881,1,0,4,8.0,198.0,1,-10.0,0.4938727104226499,0.31817194734477705,3.4167546779792963,0.0
18891,1,0,1,71.0,639.0,3,-17.0,0.15703891707840847,0.3668636891377245,1.1724068952244295,1.0
18893,0,0,6,6.0,316.0,3,17.0,0.4823741724773871,0.4170484657800882,4.186162167855966,0.0
18900,1,0,7,72.0,571.0,2,-9.0,0.1636932483495495,0.2460211405543272,-0.06322263341155976,0.0
18902,1,0,11,68.0,359.0,3,-9.0,0.15787257089639742,0.2017139428814651,0.0629624441847052,0.0
18904,1,0,7,42.0,166.0,3,9.0,0.2583705336826949,0.2470054047681336,1.6904486831230847,0.0
18910,1,0,2,15.0,676.0,2,13.0,0.487994622821005,0.4069506158169687,3.9060251329312825,0.0
18922,1,0,1,62.0,237.0,3,21.0,0.1415327124770428,0.2909634653987471,1.4115352908127234,0.0
18926,1,0,16,16.0,1451.0,2,14.0,0.6696580442975008,0.2791085983808735,3.714996230401442,0.0
18940,0,0,1,74.0,561.0,3,10.0,0.13786854705951174,0.3381103762388881,0.8997068181440888,1.0
18948,0,0,2,86.0,329.0,1,16.0,0.07523295183140119,0.18988299718265733,-0.3142569304822438,1.0
18949,0,0,5,63.0,137.0,2,16.0,0.1278755943335824,0.18324477587968754,0.5819259963058402,1.0
18950,0,0,5,51.0,76.0,2,16.0,0.21852223096949108,0.15145390584120244,1.352879069266606,0.0
18952,0,0,1,1.0,1534.0,2,0.0,0.20441974835369545,0.7500026754434168,5.663453324250685,1.0
18953,1,0,14,75.0,1211.0,1,7.0,0.17422027626088366,0.2287922047437495,-0.9728016578029641,1.0
18957,0,0,17,89.0,1726.0,1,-3.0,0.1047345792020717,0.1607952445173088,-2.4485699543313832,0.0
18958,1,0,18,64.0,1638.0,1,3.0,0.24349454282315794,0.2512137274557931,-0.1997382810729178,0.0
18963,0,0,1,84.0,951.0,3,-4.0,0.11639774507685945,0.3295448668544648,-0.013324340278622948,1.0
18967,1,0,8,78.0,1478.0,3,-7.0,0.15563236528011726,0.2424270381532997,-1.007793839021741,0.0
18978,1,0,19,21.0,941.0,1,19.0,0.5537950747491426,0.2959211892168031,3.0113371954340544,0.0
18982,0,0,2,26.0,265.0,3,22.0,0.36717012583009795,0.3671748976913879,3.170862783828628,1.0
18983,1,0,9,20.0,136.0,1,22.0,0.4147627202113601,0.2661966584643957,2.650723173415881,0.0
18987,0,0,1,79.0,1201.0,1,-7.0,0.138629017524724,0.3607430591702916,0.3860609583774295,1.0
19001,0,0,1,71.0,1032.0,1,-6.0,0.1722306587962431,0.3979289399695854,1.1787626134047875,1.0
19006,0,0,1,20.0,1304.0,1,0.0,0.4436736391819272,0.4623902507219597,4.088462975732943,1.0
19011,0,0,2,9.0,196.0,1,0.0,0.459909765308757,0.3543066966716515,3.5857808081861187,1.0
19018,0,0,1,1.0,1292.0,3,14.0,0.20344333354843752,0.7515201238022319,5.676585580342097,1.0
19019,0,0,1,71.0,1209.0,1,-21.0,0.17394794273981956,0.3999000489103013,1.1409749001930118,1.0
19021,0,0,4,36.0,200.0,3,14.0,0.3000471450578405,0.29799613755112925,2.299451342089506,0.0
19037,0,0,5,18.0,324.0,1,14.0,0.4657806279956781,0.3311307105074725,3.257181080643593,0.0
19039,0,0,11,78.0,196.0,1,17.0,0.08637139903593499,0.12939974364902934,-0.42704098998454776,0.0
19041,1,0,5,5.0,1443.0,2,0.0,0.4853320371325956,0.4689881457246988,4.524528436402065,1.0
19044,1,0,13,75.0,363.0,2,0.0,0.125710319307753,0.17205146910016064,-0.4744497268455308,0.0
19045,1,0,2,73.0,242.0,3,0.0,0.10436012247230214,0.2159685725366752,0.4529542243866458,0.0
19049,1,0,7,9.0,927.0,3,1.0,0.5850902001348256,0.32871318444004416,3.6544436379874914,0.0
19052,0,0,8,23.0,88.0,1,-1.0,0.4577117817472718,0.1841373625329818,2.461143207101013,0.0
19056,0,0,1,41.0,1257.0,2,0.0,0.3309688733509379,0.4778653746846517,3.3574752187760724,1.0
19057,0,0,1,51.0,997.0,3,-3.0,0.27321730277078443,0.4638164578734295,2.786851918001285,1.0
19062,1,0,7,24.0,1153.0,1,6.0,0.5022389880102239,0.3535547295930636,3.2539932622400123,0.0
19064,1,0,15,77.0,541.0,1,-6.0,0.1393461773566708,0.18923180455234045,-0.831082718116311,0.0
